,Tree_ID,Year,Dist_west,Dist_south,Sp,Sp_code,En.Un,Block_new,Lat,Long,Class,Status2,DBH.y,DBH_mean
12105,2118,2014,5.4,972.2,I,NA,Enclosed,48,50.86070441,-1.540444797,10,1,NA,6.207042781
12115,211U,1959,11.3,50.4,Qr,NA,Unenclosed,53,50.85225927,-1.5308264,80,1,71,71
12116,211U,1964,11.3,50.4,Qr,NA,Unenclosed,53,50.85225927,-1.5308264,80,1,NA,70
12117,211U,1999,11.3,50.4,Qr,NA,Unenclosed,53,50.85225927,-1.5308264,90,1,NA,80.2
12118,212,1959,13.6,154.8,I,3,Enclosed,7,50.85935981,-1.531817388,NA,1,10,10
12122,212,1964,13.6,154.8,I,3,Enclosed,7,50.85935981,-1.531817388,20,1,NA,13
12130,2120,1959,5.7,963.7,Q,2,Enclosed,48,50.8520797,-1.531746288,20,0,17,17
12139,2121,1959,6,967.5,Q,2,Enclosed,48,50.8520455,-1.531748988,30,1,29,29
12140,2121,1964,6,967.5,Q,2,Enclosed,48,50.8520455,-1.531748988,40,1,NA,30
12141,2121,1984,6,967.5,Q,2,Enclosed,48,50.8520455,-1.531748988,40,1,NA,31.2
12142,2121,1988,6,967.5,Q,2,Enclosed,48,50.8520455,-1.531748988,40,1,NA,31.6
12143,2121,1996,6,967.5,Q,2,Enclosed,48,50.8520455,-1.531748988,40,1,NA,31.2
12144,2121,2014,6,967.5,Q,NA,Enclosed,48,50.86069901,-1.540402497,40,1,NA,34.05915782
12148,2122,1959,6.6,960.5,Q,2,Enclosed,48,50.8521085,-1.531754388,30,1,21,21
12149,2122,1964,6.6,960.5,Q,2,Enclosed,48,50.8521085,-1.531754388,30,1,NA,24
12157,2123,1959,7.2,960.4,F,1,Enclosed,48,50.8521094,-1.531759788,10,1,6,6
12158,2123,1964,7.2,960.4,F,1,Enclosed,48,50.8521094,-1.531759788,10,1,NA,7
12166,2124,1959,7.5,965,F,1,Enclosed,48,50.852068,-1.531762488,10,0,5,5
12202,2128,1959,8.7,965.7,Q,2,Enclosed,48,50.8520617,-1.531773288,30,1,26,26
12203,2128,1964,8.7,965.7,Q,2,Enclosed,48,50.8520617,-1.531773288,30,1,NA,26
12204,2128,1984,8.7,965.7,Q,2,Enclosed,48,50.8520617,-1.531773288,30,1,NA,26.4
12205,2128,1988,8.7,965.7,Q,2,Enclosed,48,50.8520617,-1.531773288,30,1,NA,26.9
12206,2128,1996,8.7,965.7,Q,2,Enclosed,48,50.8520617,-1.531773288,30,1,NA,27.4
12211,2129,1959,9,960.8,I,3,Enclosed,48,50.8521058,-1.531775988,10,1,2,2
12212,2129,1964,9,960.8,I,3,Enclosed,48,50.8521058,-1.531775988,10,1,NA,4
12213,2129,1984,9,960.8,I,3,Enclosed,48,50.8521058,-1.531775988,10,1,NA,5
12214,2129,1988,9,960.8,I,3,Enclosed,48,50.8521058,-1.531775988,10,1,NA,5
12215,2129,1996,9,960.8,I,3,Enclosed,48,50.8521058,-1.531775988,10,1,NA,5.1
12217,212U,1959,12.3,50.8,I,NA,Unenclosed,53,50.85225027,-1.5308228,20,1,13,13
12218,212U,1964,12.3,50.8,I,NA,Unenclosed,53,50.85225027,-1.5308228,20,1,NA,11
12219,212U,1999,12.3,50.8,I,NA,Unenclosed,53,50.85225027,-1.5308228,20,1,NA,13.5
12224,213,1964,16.2,158.9,I,3,Enclosed,7,50.85932291,-1.531840788,10,1,NA,0.9
12241,2131,1959,9.1,960.9,I,3,Enclosed,48,50.8521049,-1.531776888,10,1,2,2
12250,2132,1959,9.4,970.5,Q,2,Enclosed,48,50.8520185,-1.531779588,30,1,29,29
12251,2132,1964,9.4,970.5,Q,2,Enclosed,48,50.8520185,-1.531779588,40,1,NA,33
12252,2132,1984,9.4,970.5,Q,2,Enclosed,48,50.8520185,-1.531779588,40,1,NA,32.8
12253,2132,1988,9.4,970.5,Q,2,Enclosed,48,50.8520185,-1.531779588,40,1,NA,33.5
12254,2132,1996,9.4,970.5,Q,2,Enclosed,48,50.8520185,-1.531779588,40,1,NA,34.7
12255,2132,2014,9.4,970.5,Q,NA,Enclosed,48,50.86066841,-1.540429497,40,1,NA,37.87887646
12268,2134,1959,10,961.1,I,3,Enclosed,48,50.8521031,-1.531784988,10,1,2,2
12277,2135,1959,10.2,965.4,F,1,Enclosed,48,50.8520644,-1.531786788,10,1,7,7
12278,2135,1964,10.2,965.4,F,1,Enclosed,48,50.8520644,-1.531786788,10,0,NA,7
12295,2137,1959,10.6,962.4,I,3,Enclosed,48,50.8520914,-1.531790388,10,1,3,3
12296,2137,1964,10.6,962.4,I,3,Enclosed,48,50.8520914,-1.531790388,10,1,NA,3.5
12297,2137,1984,10.6,962.4,I,3,Enclosed,48,50.8520914,-1.531790388,10,1,NA,5.5
12298,2137,1988,10.6,962.4,I,3,Enclosed,48,50.8520914,-1.531790388,10,1,NA,6
12299,2137,1996,10.6,962.4,I,3,Enclosed,48,50.8520914,-1.531790388,10,1,NA,7.3
12304,2138,1959,10.7,966.3,F,1,Enclosed,48,50.8520563,-1.531791288,20,1,11.5,11.5
12305,2138,1964,10.7,966.3,F,1,Enclosed,48,50.8520563,-1.531791288,20,1,NA,13
12306,2138,1984,10.7,966.3,F,1,Enclosed,48,50.8520563,-1.531791288,20,1,NA,15
12307,2138,1988,10.7,966.3,F,1,Enclosed,48,50.8520563,-1.531791288,20,1,NA,15.9
12308,2138,1996,10.7,966.3,F,1,Enclosed,48,50.8520563,-1.531791288,20,1,NA,19.1
12313,2139,1959,11.5,968.3,Q,2,Enclosed,48,50.8520383,-1.531798488,40,1,39.5,39.5
12314,2139,1964,11.5,968.3,Q,2,Enclosed,48,50.8520383,-1.531798488,50,1,NA,44
12315,2139,1984,11.5,968.3,Q,2,Enclosed,48,50.8520383,-1.531798488,50,1,NA,46.2
12316,2139,1988,11.5,968.3,Q,2,Enclosed,48,50.8520383,-1.531798488,50,1,NA,47.8
12317,2139,1996,11.5,968.3,Q,2,Enclosed,48,50.8520383,-1.531798488,60,1,NA,50.6
12318,2139,2014,11.5,968.3,Q,NA,Enclosed,48,50.86064951,-1.540409697,60,1,NA,53.95352571
12321,213U,1999,12.3,50.8,I,NA,Unenclosed,53,50.85225027,-1.5308228,10,1,NA,2.7
12322,214,1959,16.8,156,I,3,Enclosed,7,50.85934901,-1.531846188,NA,1,12,12
12326,214,1964,16.8,156,I,3,Enclosed,7,50.85934901,-1.531846188,20,1,NA,16
12327,214,1984,16.8,156,I,3,Enclosed,7,50.85934901,-1.531846188,20,1,NA,14.6
12328,214,1988,16.8,156,I,3,Enclosed,7,50.85934901,-1.531846188,20,1,NA,16.8
12329,214,1996,16.8,156,I,3,Enclosed,7,50.85934901,-1.531846188,20,1,NA,18.5
12330,214,2014,16.8,156,I,NA,Enclosed,7,50.86060181,-1.533098989,30,1,NA,20.05352283
12343,2141,1959,11.8,962.4,F,1,Enclosed,48,50.8520914,-1.531801188,20,1,10,10
12344,2141,1964,11.8,962.4,F,1,Enclosed,48,50.8520914,-1.531801188,20,1,NA,10
12345,2141,1984,11.8,962.4,F,1,Enclosed,48,50.8520914,-1.531801188,20,1,NA,13.4
12346,2141,1988,11.8,962.4,F,1,Enclosed,48,50.8520914,-1.531801188,20,1,NA,14.7
12347,2141,1996,11.8,962.4,F,1,Enclosed,48,50.8520914,-1.531801188,20,0,NA,16.6
12352,2142,1959,12,968.6,F,1,Enclosed,48,50.8520356,-1.531802988,20,1,12,12
12353,2142,1964,12,968.6,F,1,Enclosed,48,50.8520356,-1.531802988,20,1,NA,13
12354,2142,1984,12,968.6,F,1,Enclosed,48,50.8520356,-1.531802988,20,1,NA,13.7
12355,2142,1988,12,968.6,F,1,Enclosed,48,50.8520356,-1.531802988,20,1,NA,14.3
12356,2142,1996,12,968.6,F,1,Enclosed,48,50.8520356,-1.531802988,20,1,NA,15
12357,2142,2014,12,968.6,F,NA,Enclosed,48,50.86064501,-1.540412397,20,1,NA,17.82535363
12361,2143,1959,12.4,971.5,Q,2,Enclosed,48,50.8520095,-1.531806588,30,1,24,24
12362,2143,1964,12.4,971.5,Q,2,Enclosed,48,50.8520095,-1.531806588,30,1,NA,25
12370,2144,1959,12.9,972.5,F,1,Enclosed,48,50.8520005,-1.531811088,40,1,33,33
12371,2144,1964,12.9,972.5,F,1,Enclosed,48,50.8520005,-1.531811088,40,1,NA,36
12372,2144,1984,12.9,972.5,F,1,Enclosed,48,50.8520005,-1.531811088,50,1,NA,44.9
12373,2144,1988,12.9,972.5,F,1,Enclosed,48,50.8520005,-1.531811088,50,1,NA,43.7
12374,2144,1996,12.9,972.5,F,1,Enclosed,48,50.8520005,-1.531811088,50,1,NA,46.5
12375,2144,2014,12.9,972.5,F,NA,Enclosed,48,50.86063691,-1.540447497,50,1,NA,47.74648293
12379,2145,1959,13.5,977.6,F,1,Enclosed,48,50.8519546,-1.531816488,20,1,11,11
12380,2145,1964,13.5,977.6,F,1,Enclosed,48,50.8519546,-1.531816488,20,1,NA,13
12381,2145,1984,13.5,977.6,F,1,Enclosed,48,50.8519546,-1.531816488,20,1,NA,12.4
12382,2145,1988,13.5,977.6,F,1,Enclosed,48,50.8519546,-1.531816488,20,1,NA,13.9
12383,2145,1996,13.5,977.6,F,1,Enclosed,48,50.8519546,-1.531816488,20,1,NA,15.9
12384,2145,2014,13.5,977.6,F,NA,Enclosed,48,50.86063151,-1.540493397,20,1,NA,17.98450857
12388,2146,1959,14,967.2,F,1,Enclosed,48,50.8520482,-1.531820988,10,1,5,5
12389,2146,1964,14,967.2,F,1,Enclosed,48,50.8520482,-1.531820988,10,1,NA,6
12390,2146,1984,14,967.2,F,1,Enclosed,48,50.8520482,-1.531820988,10,1,NA,7
12391,2146,1988,14,967.2,F,1,Enclosed,48,50.8520482,-1.531820988,10,1,NA,7.3
12392,2146,1996,14,967.2,F,1,Enclosed,48,50.8520482,-1.531820988,10,1,NA,7.3
12393,2146,2014,14,967.2,F,NA,Enclosed,48,50.86062701,-1.540399797,10,1,NA,7.480282325
12398,2147,1964,14,976.9,F,1,Enclosed,48,50.8519609,-1.531820988,10,1,NA,3
12406,2148,1959,14.1,961.7,F,1,Enclosed,48,50.8520977,-1.531821888,20,1,16,16
12407,2148,1964,14.1,961.7,F,1,Enclosed,48,50.8520977,-1.531821888,30,1,NA,20
12408,2148,1984,14.1,961.7,F,1,Enclosed,48,50.8520977,-1.531821888,30,1,NA,20
12409,2148,1988,14.1,961.7,F,1,Enclosed,48,50.8520977,-1.531821888,30,1,NA,20.4
12410,2148,1996,14.1,961.7,F,1,Enclosed,48,50.8520977,-1.531821888,30,1,NA,21
12411,2148,2014,14.1,961.7,F,NA,Enclosed,48,50.86062611,-1.540350297,30,1,NA,24.50986124
12415,2149,1959,14.1,978.2,F,1,Enclosed,48,50.8519492,-1.531821888,10,1,0.5,0.5
12416,2149,1964,14.1,978.2,F,1,Enclosed,48,50.8519492,-1.531821888,10,1,NA,3
12423,214U,1999,12.3,50.8,I,NA,Unenclosed,53,50.85225027,-1.5308228,10,1,NA,1.3
12424,215,1959,17.3,154.2,I,3,Enclosed,7,50.85936521,-1.531850688,NA,1,11,11
12428,215,1964,17.3,154.2,I,3,Enclosed,7,50.85936521,-1.531850688,20,1,NA,13
12429,215,1984,17.3,154.2,I,3,Enclosed,7,50.85936521,-1.531850688,20,1,NA,11.5
12430,215,1988,17.3,154.2,I,3,Enclosed,7,50.85936521,-1.531850688,20,1,NA,12.3
12431,215,1996,17.3,154.2,I,3,Enclosed,7,50.85936521,-1.531850688,20,1,NA,15.6
12432,215,2014,17.3,154.2,I,NA,Enclosed,7,50.86059731,-1.533082789,30,1,NA,23.07746675
12436,2150,1959,14.3,966.7,F,1,Enclosed,48,50.8520527,-1.531823688,10,1,4,4
12437,2150,1964,14.3,966.7,F,1,Enclosed,48,50.8520527,-1.531823688,10,1,NA,7
12446,2151,1964,14.3,978.7,F,1,Enclosed,48,50.8519447,-1.531823688,10,1,NA,3
12454,2152,1959,14.4,967.1,F,1,Enclosed,48,50.8520491,-1.531824588,10,1,7,7
12455,2152,1964,14.4,967.1,F,1,Enclosed,48,50.8520491,-1.531824588,10,1,NA,7
12481,2155,1959,14.8,966.5,Q,2,Enclosed,48,50.8520545,-1.531828188,30,1,21,21
12482,2155,1964,14.8,966.5,Q,2,Enclosed,48,50.8520545,-1.531828188,30,0,NA,22
12490,2156,1959,15.2,964.2,F,1,Enclosed,48,50.8520752,-1.531831788,10,0,6.5,6.5
12501,2157,1984,15.3,962.5,I,3,Enclosed,48,50.8520905,-1.531832688,10,1,NA,4.5
12502,2157,1988,15.3,962.5,I,3,Enclosed,48,50.8520905,-1.531832688,10,1,NA,5
12503,2157,1996,15.3,962.5,I,3,Enclosed,48,50.8520905,-1.531832688,10,1,NA,6
12504,2157,2014,15.3,962.5,I,NA,Enclosed,48,50.86061531,-1.540357497,10,1,NA,7.321127382
12510,2158,1984,15.3,962.5,I,3.01,Enclosed,48,50.8520905,-1.531832688,10,1,NA,2.5
12511,2158,1988,15.3,962.5,I,3.01,Enclosed,48,50.8520905,-1.531832688,10,1,NA,3
12512,2158,1996,15.3,962.5,I,3.01,Enclosed,48,50.8520905,-1.531832688,10,1,NA,3.8
12513,2158,2014,15.3,962.5,I,NA,Enclosed,48,50.86061531,-1.540357497,10,1,NA,6.047887837
12517,2159,1959,15.7,977.5,Q,2,Enclosed,48,50.8519555,-1.531836288,40,1,35,35
12518,2159,1964,15.7,977.5,Q,2,Enclosed,48,50.8519555,-1.531836288,40,1,NA,36
12519,2159,1984,15.7,977.5,Q,2,Enclosed,48,50.8519555,-1.531836288,50,1,NA,41.4
12520,2159,1988,15.7,977.5,Q,2,Enclosed,48,50.8519555,-1.531836288,50,1,NA,43.1
12521,2159,1996,15.7,977.5,Q,2,Enclosed,48,50.8519555,-1.531836288,50,1,NA,45.2
12522,2159,2014,15.7,977.5,Q,NA,Enclosed,48,50.86061171,-1.540492497,50,1,NA,49.65634224
12523,215U,1959,15.2,51.1,F,NA,Unenclosed,53,50.85222417,-1.5308201,50,1,44,44
12524,215U,1964,15.2,51.1,F,NA,Unenclosed,53,50.85222417,-1.5308201,60,1,NA,50
12526,216,1959,17.5,152.2,I,3,Enclosed,7,50.85938321,-1.531852488,NA,1,7,7
12530,216,1964,17.5,152.2,I,3,Enclosed,7,50.85938321,-1.531852488,10,1,NA,9
12538,2160,1959,16.4,976.7,Q,2,Enclosed,48,50.8519627,-1.531842588,20,1,17,17
12539,2160,1964,16.4,976.7,Q,2,Enclosed,48,50.8519627,-1.531842588,20,1,NA,18
12547,2161,1959,16.7,963.1,I,3,Enclosed,48,50.8520851,-1.531845288,10,1,2,2
12548,2161,1964,16.7,963.1,I,3,Enclosed,48,50.8520851,-1.531845288,10,1,NA,2.5
12549,2161,1984,16.7,963.1,I,3,Enclosed,48,50.8520851,-1.531845288,10,1,NA,4
12550,2161,1988,16.7,963.1,I,3,Enclosed,48,50.8520851,-1.531845288,10,1,NA,4
12551,2161,1996,16.7,963.1,I,3,Enclosed,48,50.8520851,-1.531845288,10,1,NA,4.5
12565,2163,1959,17.4,960.5,Q,2,Enclosed,48,50.8521085,-1.531851588,30,1,29,29
12566,2163,1964,17.4,960.5,Q,2,Enclosed,48,50.8521085,-1.531851588,60,0,NA,54
12567,2163,1984,17.4,960.5,Q,2,Enclosed,48,50.8521085,-1.531851588,50,0,NA,40.4
12574,2164,1959,17.4,968.2,Q,2,Enclosed,48,50.8520392,-1.531851588,50,1,47,47
12575,2164,1964,17.4,968.2,Q,2,Enclosed,48,50.8520392,-1.531851588,60,1,NA,50
12576,2164,1984,17.4,968.2,Q,2,Enclosed,48,50.8520392,-1.531851588,50,1,NA,49.7
12577,2164,1988,17.4,968.2,Q,2,Enclosed,48,50.8520392,-1.531851588,60,1,NA,50.7
12578,2164,1996,17.4,968.2,Q,2,Enclosed,48,50.8520392,-1.531851588,60,1,NA,52.2
12579,2164,2014,17.4,968.2,Q,NA,Enclosed,48,50.86059641,-1.540408797,60,1,NA,54.43099054
12583,2165,1959,17.7,961.8,F,1,Enclosed,48,50.8520968,-1.531854288,10,1,6,6
12584,2165,1964,17.7,961.8,F,1,Enclosed,48,50.8520968,-1.531854288,10,1,NA,8
12601,2167,1959,18.3,964.7,I,3,Enclosed,48,50.8520707,-1.531859688,10,1,3,3
12610,2168,1959,18.3,967.5,F,1,Enclosed,48,50.8520455,-1.531859688,10,1,9,9
12611,2168,1964,18.3,967.5,F,1,Enclosed,48,50.8520455,-1.531859688,20,1,NA,11
12612,2168,1984,18.3,967.5,F,1,Enclosed,48,50.8520455,-1.531859688,20,1,NA,13.7
12613,2168,1988,18.3,967.5,F,1,Enclosed,48,50.8520455,-1.531859688,20,1,NA,15.1
12614,2168,1996,18.3,967.5,F,1,Enclosed,48,50.8520455,-1.531859688,20,1,NA,17.8
12615,2168,2014,18.3,967.5,F,NA,Enclosed,48,50.86058831,-1.540402497,30,1,NA,22.60000192
12619,2169,1959,18.6,961.7,I,3,Enclosed,48,50.8520977,-1.531862388,10,1,3,3
12625,216U,1959,10.1,54.2,I,NA,Unenclosed,53,50.85227007,-1.5307922,20,1,11,11
12626,216U,1964,10.1,54.2,I,NA,Unenclosed,53,50.85227007,-1.5307922,20,1,NA,12
12627,216U,1999,10.1,54.2,I,NA,Unenclosed,53,50.85227007,-1.5307922,20,1,NA,14.2
12628,217,1959,17.6,157.5,Q,2,Enclosed,7,50.85933551,-1.531853388,NA,1,79,79
12632,217,1964,17.6,157.5,Q,2,Enclosed,7,50.85933551,-1.531853388,90,1,NA,80
12633,217,1984,17.6,157.5,Q,2,Enclosed,7,50.85933551,-1.531853388,90,1,NA,89.8
12634,217,1988,17.6,157.5,Q,2,Enclosed,7,50.85933551,-1.531853388,100,1,NA,95.1
12635,217,1996,17.6,157.5,Q,2,Enclosed,7,50.85933551,-1.531853388,120,1,NA,102.2
12636,217,2014,17.6,157.5,Q,NA,Enclosed,7,50.86059461,-1.533112489,120,NA,NA,106.6338119
12640,2170,1959,19.2,970.6,I,3,Enclosed,48,50.8520176,-1.531867788,10,1,5,5
12641,2170,1964,19.2,970.6,I,3,Enclosed,48,50.8520176,-1.531867788,10,1,NA,6
12642,2170,1984,19.2,970.6,I,3,Enclosed,48,50.8520176,-1.531867788,10,1,NA,9.2
12643,2170,1988,19.2,970.6,I,3,Enclosed,48,50.8520176,-1.531867788,10,1,NA,8
12644,2170,1996,19.2,970.6,I,3,Enclosed,48,50.8520176,-1.531867788,10,1,NA,8
12645,2170,2014,19.2,970.6,I,NA,Enclosed,48,50.86058021,-1.540430397,10,1,NA,9.867606472
12651,2171,1984,19.2,970.6,I,3.01,Enclosed,48,50.8520176,-1.531867788,10,1,NA,4.5
12652,2171,1988,19.2,970.6,I,3.01,Enclosed,48,50.8520176,-1.531867788,10,1,NA,5
12653,2171,1996,19.2,970.6,I,3.01,Enclosed,48,50.8520176,-1.531867788,10,1,NA,5.1
12654,2171,2014,19.2,970.6,I,NA,Enclosed,48,50.86058021,-1.540430397,10,1,NA,8.594366927
12660,2172,1984,19.2,970.6,I,3.02,Enclosed,48,50.8520176,-1.531867788,10,1,NA,4
12661,2172,1988,19.2,970.6,I,3.02,Enclosed,48,50.8520176,-1.531867788,10,1,NA,4.5
12662,2172,1996,19.2,970.6,I,3.02,Enclosed,48,50.8520176,-1.531867788,10,1,NA,4.5
12663,2172,2014,19.2,970.6,I,NA,Enclosed,48,50.86058021,-1.540430397,10,1,NA,4.456338407
12669,2173,1984,19.5,975.3,I,3,Enclosed,48,50.8519753,-1.531870488,10,1,NA,3
12670,2173,1988,19.5,975.3,I,3,Enclosed,48,50.8519753,-1.531870488,10,1,NA,3.5
12671,2173,1996,19.5,975.3,I,3,Enclosed,48,50.8519753,-1.531870488,10,1,NA,3.8
12672,2173,2014,19.5,975.3,I,NA,Enclosed,48,50.86057751,-1.540472697,10,1,NA,4.774648293
12685,2175,1959,1.1,985,I,3,Enclosed,49,50.851888,-1.531704888,10,1,5,5
12686,2175,1964,1.1,985,I,3,Enclosed,49,50.851888,-1.531704888,10,1,NA,6
12687,2175,1984,1.1,985,I,3,Enclosed,49,50.851888,-1.531704888,10,1,NA,9.5
12694,2176,1959,1.1,998,F,1,Enclosed,49,50.851771,-1.531704888,10,1,4,4
12695,2176,1964,1.1,998,F,1,Enclosed,49,50.851771,-1.531704888,10,1,NA,5
12721,2179,1959,2.3,998.9,F,1,Enclosed,49,50.8517629,-1.531715688,10,1,3,3
12722,2179,1964,2.3,998.9,F,1,Enclosed,49,50.8517629,-1.531715688,10,1,NA,4
12727,217U,1959,10.3,54.4,I,NA,Unenclosed,53,50.85226827,-1.5307904,10,1,8.5,8.5
12728,217U,1964,10.3,54.4,I,NA,Unenclosed,53,50.85226827,-1.5307904,10,1,NA,9
12729,217U,1999,10.3,54.4,I,NA,Unenclosed,53,50.85226827,-1.5307904,20,1,NA,11.9
12734,218,1964,3.7,177.3,I,3,Enclosed,8,50.85915731,-1.531728288,10,1,NA,0.6
12742,2180,1959,3,987.5,I,3,Enclosed,49,50.8518655,-1.531721988,20,1,13,13
12743,2180,1964,3,987.5,I,3,Enclosed,49,50.8518655,-1.531721988,20,1,NA,17
12744,2180,1984,3,987.5,I,3,Enclosed,49,50.8518655,-1.531721988,20,1,NA,18
12745,2180,1988,3,987.5,I,3,Enclosed,49,50.8518655,-1.531721988,20,1,NA,18.5
12746,2180,1996,3,987.5,I,3,Enclosed,49,50.8518655,-1.531721988,20,1,NA,19.1
12747,2180,2014,3,987.5,I,NA,Enclosed,49,50.86072601,-1.540582497,30,1,NA,21.00845249
12751,2181,1959,3,987.5,I,3.01,Enclosed,49,50.8518655,-1.531721988,20,1,13,13
12752,2181,1964,3,987.5,I,3.01,Enclosed,49,50.8518655,-1.531721988,20,1,NA,15
12753,2181,1984,3,987.5,I,3.01,Enclosed,49,50.8518655,-1.531721988,20,1,NA,16
12754,2181,1988,3,987.5,I,3.01,Enclosed,49,50.8518655,-1.531721988,20,1,NA,16.5
12755,2181,1996,3,987.5,I,3.01,Enclosed,49,50.8518655,-1.531721988,20,1,NA,16.6
12756,2181,2014,3,987.5,I,NA,Enclosed,49,50.86072601,-1.540582497,20,1,NA,16.2338042
12760,2182,1959,3,987.5,I,3.02,Enclosed,49,50.8518655,-1.531721988,20,1,12,12
12761,2182,1964,3,987.5,I,3.02,Enclosed,49,50.8518655,-1.531721988,20,1,NA,13
12762,2182,1984,3,987.5,I,3.02,Enclosed,49,50.8518655,-1.531721988,20,1,NA,14
12763,2182,1988,3,987.5,I,3.02,Enclosed,49,50.8518655,-1.531721988,20,1,NA,14.5
12764,2182,1996,3,987.5,I,3.02,Enclosed,49,50.8518655,-1.531721988,20,1,NA,15
12765,2182,2014,3,987.5,I,NA,Enclosed,49,50.86072601,-1.540582497,20,1,NA,16.2338042
12769,2183,1959,3,987.5,I,3.03,Enclosed,49,50.8518655,-1.531721988,10,1,5,5
12770,2183,1964,3,987.5,I,3.03,Enclosed,49,50.8518655,-1.531721988,10,1,NA,5
12771,2183,1984,3,987.5,I,3.03,Enclosed,49,50.8518655,-1.531721988,10,1,NA,6.5
12772,2183,1988,3,987.5,I,3.03,Enclosed,49,50.8518655,-1.531721988,10,1,NA,7
12773,2183,1996,3,987.5,I,3.03,Enclosed,49,50.8518655,-1.531721988,10,1,NA,7.6
12774,2183,2014,3,987.5,I,NA,Enclosed,49,50.86072601,-1.540582497,20,1,NA,10.50422624
12778,2184,1959,3,987.5,I,3.04,Enclosed,49,50.8518655,-1.531721988,10,1,4,4
12779,2184,1964,3,987.5,I,3.04,Enclosed,49,50.8518655,-1.531721988,10,1,NA,4
12780,2184,1984,3,987.5,I,3.04,Enclosed,49,50.8518655,-1.531721988,10,1,NA,5
12781,2184,1988,3,987.5,I,3.04,Enclosed,49,50.8518655,-1.531721988,10,1,NA,5.5
12782,2184,1996,3,987.5,I,3.04,Enclosed,49,50.8518655,-1.531721988,10,1,NA,6
12783,2184,2014,3,987.5,I,NA,Enclosed,49,50.86072601,-1.540582497,10,1,NA,6.68450761
12787,2185,1959,3,987.5,I,3.05,Enclosed,49,50.8518655,-1.531721988,10,1,2,2
12788,2185,1964,3,987.5,I,3.05,Enclosed,49,50.8518655,-1.531721988,10,1,NA,2
12789,2185,1984,3,987.5,I,3.05,Enclosed,49,50.8518655,-1.531721988,10,1,NA,3
12790,2185,1988,3,987.5,I,3.05,Enclosed,49,50.8518655,-1.531721988,10,1,NA,4
12791,2185,1996,3,987.5,I,3.05,Enclosed,49,50.8518655,-1.531721988,10,1,NA,4.5
12792,2185,2014,3,987.5,I,NA,Enclosed,49,50.86072601,-1.540582497,10,1,NA,4.774648293
12798,2186,1984,3.4,989.1,I,3,Enclosed,49,50.8518511,-1.531725588,10,NA,NA,1
12799,2186,1988,3.4,989.1,I,3,Enclosed,49,50.8518511,-1.531725588,10,NA,NA,2
12800,2186,1996,3.4,989.1,I,3,Enclosed,49,50.8518511,-1.531725588,10,NA,NA,2.5
12801,2186,2014,3.4,989.1,I,NA,Enclosed,49,50.86072241,-1.540596897,10,NA,NA,2.864788976
12829,218U,1959,10.1,54.1,I,NA,Unenclosed,53,50.85227007,-1.5307931,10,1,9,9
12830,218U,1964,10.1,54.1,I,NA,Unenclosed,53,50.85227007,-1.5307931,20,1,NA,11
12831,218U,1999,10.1,54.1,I,NA,Unenclosed,53,50.85227007,-1.5307931,10,1,NA,9.9
12833,219,1959,6.1,167.7,I,3,Enclosed,8,50.85924371,-1.531749888,10,1,5.3,5.3
12836,219,1964,6.1,167.7,I,3,Enclosed,8,50.85924371,-1.531749888,10,1,NA,6
12855,2191,1984,5.1,990.3,I,3,Enclosed,49,50.8518403,-1.531740888,10,1,NA,1.5
12856,2191,1988,5.1,990.3,I,3,Enclosed,49,50.8518403,-1.531740888,10,1,NA,2
12857,2191,1996,5.1,990.3,I,3,Enclosed,49,50.8518403,-1.531740888,10,1,NA,2.5
12858,2191,2014,5.1,990.3,I,NA,Enclosed,49,50.86070711,-1.540607697,10,1,NA,5.729577951
12866,2192,1996,5.2,989.7,I,3,Enclosed,49,50.8518457,-1.531741788,10,1,NA,0.6
12874,2193,1988,5.4,990.2,I,3,Enclosed,49,50.8518412,-1.531743588,10,1,NA,1
12875,2193,1996,5.4,990.2,I,3,Enclosed,49,50.8518412,-1.531743588,10,1,NA,1.6
12876,2193,2014,5.4,990.2,I,NA,Enclosed,49,50.86070441,-1.540606797,10,1,NA,2.864788976
12880,2194,1959,6.1,981.3,F,1,Enclosed,49,50.8519213,-1.531749888,10,0,9.5,9.5
12889,2195,1959,6.4,990.5,Q,2,Enclosed,49,50.8518385,-1.531752588,30,1,26.5,26.5
12890,2195,1964,6.4,990.5,Q,2,Enclosed,49,50.8518385,-1.531752588,30,1,NA,28
12891,2195,1984,6.4,990.5,Q,2,Enclosed,49,50.8518385,-1.531752588,30,1,NA,29
12892,2195,1988,6.4,990.5,Q,2,Enclosed,49,50.8518385,-1.531752588,30,1,NA,29.2
12893,2195,1996,6.4,990.5,Q,2,Enclosed,49,50.8518385,-1.531752588,40,1,NA,31.5
12894,2195,2014,6.4,990.5,Q,NA,Enclosed,49,50.86069541,-1.540609497,40,1,NA,35.8098622
12899,2196,1964,7.3,990.3,I,3,Enclosed,49,50.8518403,-1.531760688,20,NA,NA,17
12933,219U,1999,10.1,54.1,I,NA,Unenclosed,53,50.85227007,-1.5307931,10,1,NA,1.6
12934,21U,1959,8.6,9.1,I,NA,Unenclosed,51,50.85228357,-1.5311981,20,1,14,14
12935,21U,1964,8.6,9.1,I,NA,Unenclosed,51,50.85228357,-1.5311981,20,1,NA,15
