Block,Year,A,B,Cr,F,Fr.x,I,PM,Q,Sc,T,Sorensen_BA,A.x,B.x,Cr.x,F.x,I.x,PM.x,Q.x,Sc.x,T.x,Sorensen.x,A.y,B.y,Cr.y,F.y,Fr.y,I.y,PM.y,Q.y,Sc.y,T.y,Sorensen.SD,SDM,BAM,BAFM,BAQM,SPRM,LightM,MoistM,NitM,SDS,BAS,BAFS,BAQS,SPRS,LightS,MoistS,NitS,BAPERCM,BARAWM,BAFPERCM,BAFRAWM,BAQPERCM,BAQRAWM,BAQFPERCM,BAQFRAWM,SDPERCM,SDRAWM,SPRPERCM,SPRRAWM,BAPERCS,BARAWS,BAFPERCS,BAFRAWS,BAQPERCS,BAQRAWS,BAQFPERCS,BAQFRAWS,SDPERCS,SDRAWS,SPRPERCS,SPRRAWS,LightPercM,LightRawM,MoistPercM,MoistRawM,NitPercM,NitRawM,LightPercS,LightRawS,MoistPercS,MoistRawS,NitPercS,NitRawS,Northing,Easting
16,2014,0,0,0,23.4973379799,0,0,0,0,0,0,0.727774015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0,0,0,0,0,0.3703703704,5,23.4973379799,23.4973379799,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4279522478,-17.5784950919,-0.4124992776,-16.4980817434,0,0,-0.4124992776,-16.4980817434,-0.7727272727,-17,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.049976726,-0.0526057912,0,0,0,0,NA,NA,NA,NA,NA,NA,106602,433034
17,1964,0,0,0,52.9652886441,0,0.4717297719,0,0,0,0,1,0,0,0,1,10,0,0,0,0,1,0,0,0,7,0,11,0,0,0,0,1,18,53.437018416,52.9652886441,0,2,1.0176555424,2,2,11,0.4401960356,0.1772054606,0,2,2.1948793434,4.1948793434,4.1948793434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106585,433028
17,1984,0,0,0,48.4507218261,0,0.7330317409,0,0,0,0,0.9534609934,0,0,0,1,5,0,0,0,0,0.7058823529,0,0,0,6,0,7,0,0,0,0,0.8387096774,13,49.183753567,48.4507218261,0,2,1.0298078812,2,2,6,0.5251761169,0.192442185,0,2,2.2671327626,4.2671327626,4.2671327626,-0.0795939776,-4.253264849,-0.0852363299,-4.514566818,0,0,-0.0852363299,-4.514566818,-0.2777777778,-5,0,0,0.1930505375,0.0849800813,0.0859833795,0.0152367244,0,0,0.0859833795,0.0152367244,-0.4545454545,-5,0,0,0.011941505,0.0121523388,0,0,0,0,0.0329190848,0.0722534191,0.0172241948,0.0722534191,0.0172241948,0.0722534191,106585,433028
17,1988,0,0,0,46.0835121267,0,0.4536459792,0,0,0,0,0.9309835745,0,0,0,1,6,0,0,0,0,0.7777777778,0,0,0,5,0,7,0,0,0,0,0.8,12,46.5371581059,46.0835121267,0,2,1.0194960757,2,2,7,0.5944678699,0.1772054606,0,2,2.4038182058,4.4038182058,4.4038182058,-0.1291213566,-6.8998603101,-0.1299299351,-6.8817765174,0,0,-0.1299299351,-6.8817765174,-0.3333333333,-6,0,0,0.350461662,0.1542718342,0,0,0,0,0,0,-0.3636363636,-4,0,0,0.0018086015,0.0018405333,0,0,0,0,0.0951937805,0.2089388624,0.0498080744,0.2089388624,0.0498080744,0.2089388624,106585,433028
17,1996,0,0,0,27.0778190503,0,0,0,0,0,0,0.6726168717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0,0,0,0,0,0,0.3636363636,4,27.0778190503,27.0778190503,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4932760125,-26.3591993657,-0.4887629286,-25.8874695938,0,0,-0.4887629286,-25.8874695938,-0.7777777778,-14,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0173492323,-0.0176555424,0,0,0,0,NA,NA,NA,NA,NA,NA,106585,433028
17,2014,0,0,0,28.4034353701,0,0,0,0,0,0,0.6941172502,0,0,0,0,8,0,0,0,0,0.8421052632,0,0,0,4,0,8,0,0,0,0,0.8,12,28.4034353701,28.4034353701,0,2,1,2,2,8,0.0460554553,0,0,1,3,5,5,-0.4684689339,-25.0335830459,-0.4637349083,-24.561853274,0,0,-0.4637349083,-24.561853274,-0.3333333333,-6,0,0,-0.8953751247,-0.3941405803,-1,-0.1772054606,0,0,-1,-0.1772054606,-0.2727272727,-3,-0.5,-1,-0.0173492323,-0.0176555424,0,0,0,0,0.3668177292,0.8051206566,0.1919293955,0.8051206566,0.1919293955,0.8051206566,106585,433028
18,1964,0,5.3092915846,0,25.7959118029,0,0.2375829444,0,9.7590630541,0,0,1,0,0,0,3,6,0,0,0,0,1,0,1,0,16,0,7,0,1,0,0,1,25,41.101849386,25.7959118029,9.7590630541,4,2.4780012421,2.2583480629,1.6333898629,9,0.6719670336,0.2495602664,0,2,2.2572246735,4.2572246735,4.2572246735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106571,433031
18,1984,0,0,0,26.7086230086,0,0.2419222693,0,10.3491130593,0,0,0.913057895,0,0,0,2,4,0,0,0,0,0.8,0,0,0,9,0,5,0,1,0,0,0.75,15,37.2996583372,26.7086230086,10.3491130593,3,2.122806445,2,1.7225413443,6,0.4745572053,0.2478912953,0,2,1.955273284,3.955273284,3.955273284,-0.0925065686,-3.8021910488,0.0353820099,0.9127112057,0.0604617474,0.5900500052,0.0422658493,1.5027612109,-0.4,-10,-0.25,-1,-0.2937790375,-0.1974098284,-0.0066876475,-0.0016689711,0,0,-0.0066876475,-0.0016689711,-0.3333333333,-3,0,0,-0.1433392329,-0.3551947971,-0.1143969201,-0.2583480629,0.0545806506,0.0891514814,-0.1337710832,-0.3019513895,-0.0709268156,-0.3019513895,-0.0709268156,-0.3019513895,106571,433031
18,1988,0,0,0,26.8076420821,0,0.2596722678,0,10.3491130593,0,0,0.9117000337,0,0,0,1,3,0,0,0,0,0.6153846154,0,0,0,9,0,4,0,1,0,0,0.7179487179,14,37.4164274091,26.8076420821,10.3491130593,3,2.1202511751,2,1.7234072364,4,0.3229360898,0.096211275,0,2,2.4041466529,4.4041466529,4.4041466529,-0.0896655998,-3.6854219769,0.0392205667,1.0117302791,0.0604617474,0.5900500052,0.0450508063,1.6017802843,-0.44,-11,-0.25,-1,-0.5194167665,-0.3490309438,-0.6144767899,-0.1533489914,0,0,-0.6144767899,-0.1533489914,-0.5555555556,-5,0,0,-0.1443704147,-0.357750067,-0.1143969201,-0.2583480629,0.0551107703,0.0900173736,0.0650896568,0.1469219794,0.0345112111,0.1469219794,0.0345112111,0.1469219794,106571,433031
18,1996,0,0,0,31.4866320056,0,0,0,10.8102988608,0,0,0.852649757,0,0,0,1,2,0,0,0,0,0.5,0,0,0,9,0,2,0,1,0,0,0.6486486486,12,42.2969308664,31.4866320056,10.8102988608,3,2.0223246594,2,1.7444188351,3,0.3261954922,0.1134114948,0,2,2.3046409438,4.3046409438,4.3046409438,0.0290760999,1.1950814804,0.220605507,5.6907202026,0.1077189276,1.0512358068,0.1896206097,6.7419560094,-0.52,-13,-0.25,-1,-0.5145662274,-0.3457715414,-0.5455546814,-0.1361487716,0,0,-0.5455546814,-0.1361487716,-0.6666666667,-6,0,0,-0.1838887628,-0.4556765826,-0.1143969201,-0.2583480629,0.0679745692,0.1110289722,0.021006447,0.0474162704,0.011137836,0.0474162704,0.011137836,0.0474162704,106571,433031
18,2014,0,0,0,32.9495019519,0,0.3509369005,0,11.9415936761,0,0,0.8290699238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0,1,0,1,0,0,0.5714285714,10,45.2420325285,32.9495019519,11.9415936761,3,2.0713101467,2,1.736050902,NA,NA,NA,NA,NA,NA,NA,NA,0.1007298505,4.1401831425,0.2773148786,7.1535901489,0.22364141,2.1825306221,0.2625826852,9.336120771,-0.6,-15,-0.25,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164120618,-0.4066910953,-0.1143969201,-0.2583480629,0.0628515221,0.1026610391,NA,NA,NA,NA,NA,NA,106571,433031
19,1964,0,3.4636059006,0,25.2991474646,0,1.5060009783,0,2.6119397671,0,0,1,0,0,0,3,6,0,0,0,0,1,0,1,0,13,0,12,0,2,0,0,1,28,32.8806941106,25.2991474646,2.6119397671,4,1.8307058402,2.2106771766,1.8152245312,9,0.6254714624,0.3382120841,0,2,1.9185371213,3.9185371213,3.9185371213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106550,433024
19,1984,0,3.4143025309,0,27.2968076932,0,1.671209482,0,3.2595987276,0,0,0.9582644188,0,0,0,2,3,0,0,0,0,0.7142857143,0,1,0,10,0,8,0,2,0,0,0.8571428571,21,35.6419184337,27.2968076932,3.2595987276,4,1.842772368,2.1915891557,1.8127513458,5,0.5833937558,0.2065989869,0,2,2.2917339795,4.2917339795,4.2917339795,0.0839770692,2.7612243231,0.0789615631,1.9976602286,0.2479609096,0.6476589605,0.0947766444,2.6453191891,-0.25,-7,0,0,-0.0672735834,-0.0420777066,-0.3891436865,-0.1316130972,0,0,-0.3891436865,-0.1316130972,-0.4444444444,-4,0,0,0.0065911888,0.0120665278,-0.0086344678,-0.0190880209,-0.001362468,-0.0024731854,0.1945215727,0.3731968582,0.0952388217,0.3731968582,0.0952388217,0.3731968582,106550,433024
19,1988,0,3.4306977175,0,27.0001628069,0,1.6471173933,0,3.4951985417,0,0,0.9597057304,0,0,0,2,2,0,0,0,0,0.6153846154,0,1,0,10,0,8,0,2,0,0,0.8571428571,21,35.5731764594,27.0001628069,3.4951985417,4,1.8713818362,2.192881157,1.8053056559,4,0.4291022866,0.2229156337,0,2,1.961014002,3.961014002,3.961014002,0.0818864206,2.6924823488,0.0672360737,1.7010153423,0.3381619996,0.8832587746,0.0925895181,2.5842741168,-0.25,-7,0,0,-0.3139538534,-0.1963691758,-0.3408998549,-0.1152964504,0,0,-0.3408998549,-0.1152964504,-0.5555555556,-5,0,0,0.0222187503,0.040675996,-0.0080500309,-0.0177960196,-0.0054642691,-0.0099188754,0.0221402444,0.0424768807,0.0108399843,0.0424768807,0.0108399843,0.0424768807,106550,433024
19,1996,0,0,0,28.1857998743,0,2.5139024414,0,20.2468970639,0,0,0.7018498865,0,0,0,1,0,0,0,0,0,0.2,0,0,0,9,0,7,0,3,0,0,0.7659574468,19,50.9465993797,28.1857998743,20.2468970639,3,2.6883441522,2,1.6025858976,1,0.0881413089,0.0881413089,0,1,1,3,3,0.5494380748,18.0659052691,0.1141007781,2.8866524098,6.7516707386,17.6349572968,0.7352493845,20.5216097065,-0.3214285714,-9,-0.25,-1,-0.8590802072,-0.5373301535,-0.7393904209,-0.2500707752,0,0,-0.7393904209,-0.2500707752,-0.8888888889,-8,-0.5,-1,0.4684741225,0.857638312,-0.0952998379,-0.2106771766,-0.1171417805,-0.2126386337,-0.4787695328,-0.9185371213,-0.2344081714,-0.9185371213,-0.2344081714,-0.9185371213,106550,433024
19,2014,0,0,0,33.1260151416,0,3.2539217385,0,23.8644906831,0,0,0.6317755656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0,6,0,3,0,0,0.7111111111,17,60.2444275631,33.1260151416,23.8644906831,3,2.6925350665,2,1.603872231,NA,NA,NA,NA,NA,NA,NA,NA,0.8322127678,27.3637334525,0.3093727837,7.826867677,8.1366925774,21.2525509159,1.0418590416,29.0794185929,-0.3928571429,-11,-0.25,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4707633566,0.8618292263,-0.0952998379,-0.2106771766,-0.1164331445,-0.2113523002,NA,NA,NA,NA,NA,NA,106550,433024
20,1964,0,0,0,13.5810068667,0,1.8226146129,0,15.5528471307,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,7,0,11,0,1,0,0,1,19,30.9564686103,13.5810068667,15.5528471307,3,3.127394393,2,1.4975897501,6,0.6062292074,0,0,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106531,433028
20,1984,0,0,0,19.2592981434,0,0.2042820623,0,14.9301049269,0,0,0.8788164132,0,0,0,0,8,0,0,0,0,0.8571428571,0,0,0,9,0,9,0,1,0,0,0.8947368421,19,34.3936851326,19.2592981434,14.9301049269,3,2.748256507,2,1.5659056344,8,0.9739133576,0,0,1,3,5,5,0.1110338704,3.4372165223,0.418105324,5.6782912767,-0.0400403989,-0.6227422038,0.1735283315,5.0555490729,0,0,0,0,0.6065101215,0.3676841502,0,0,0,0,0,0,0.3333333333,2,0,0,-0.1212312355,-0.379137886,0,0,0.0456172222,0.0683158843,0,0,0,0,0,0,106531,433028
20,1988,0,0,0,20.776275061,0,0.2290221044,0,15.3091577155,0,0,0.8657287629,0,0,0,0,5,0,0,0,0,0.9090909091,0,0,0,9,0,6,0,1,0,0,0.8,16,36.314454881,20.776275061,15.3091577155,3,2.6989013128,2,1.5784279906,5,0.5648387242,0,0,1,3,5,5,0.1730813142,5.3579862707,0.5298037373,7.1952681943,-0.0156684762,-0.2436894151,0.2386082796,6.9515787792,-0.1578947368,-3,0,0,-0.0682753036,-0.0413904832,0,0,0,0,0,0,-0.1666666667,-1,0,0,-0.1370128057,-0.4284930802,0,0,0.0539788954,0.0808382405,-1.48029736616688E-016,-4.44089209850063E-016,0,0,0,0,106531,433028
20,1996,0,0,0,24.0197731263,0,0,0,15.8337055139,0,0,0.8228746138,0,0,0,0,1,0,0,0,0,0.2857142857,0,0,0,8,0,1,0,1,0,0,0.6206896552,10,39.8534786402,24.0197731263,15.8337055139,3,2.589191815,2,1.6027020462,1,0.192442185,0,0,1,3,5,5,0.2874039071,8.8970100299,0.7686297755,10.4387662596,0.018058326,0.2808583832,0.3679439268,10.7196246429,-0.4736842105,-9,0,0,-0.6825587045,-0.4137870224,0,0,0,0,0,0,-0.8333333333,-5,0,0,-0.1720929663,-0.538202578,0,0,0.0701876439,0.1051122961,0,0,0,0,0,0,106531,433028
20,2014,0,0,0,29.8328949766,0,0.2507187287,0,16.2159481061,0,0,0.7607062534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,0,1,0,1,0,0,0.6206896552,10,46.2995618113,29.8328949766,16.2159481061,3,2.4117893847,2,1.6497602251,NA,NA,NA,NA,NA,NA,NA,NA,0.4956344793,15.343093201,1.1966629772,16.2518881099,0.0426353432,0.6631009754,0.5805956564,16.9149890852,-0.4736842105,-9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2288182808,-0.7156050083,0,0,0.1016102541,0.152170475,NA,NA,NA,NA,NA,NA,106531,433028
21,1964,0,0,0,14.5146489334,0,1.8245781083,0,56.5565217463,0,0,1,0,0,0,5,4,0,0,0,0,1,0,0,0,23,0,9,0,3,0,0,1,35,72.895748788,14.5146489334,56.5565217463,3,4.1534794144,2,1.2241451294,9,1.0470339266,0.5836490102,0,2,1.8851383029,3.8851383029,3.8851383029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106506,433029
21,1984,0,0,0,21.0001331726,0,2.2486342117,0,52.2436255417,0,0,0.9243710689,0,0,0,2,5,0,0,0,0,0.75,0,0,0,18,0,11,0,3,0,0,0.8955223881,32,75.4923929259,21.0001331726,52.2436255417,3,3.8277255802,2,1.3079617228,7,0.7332869953,0.2376811192,0,2,2.3517378032,4.3517378032,4.3517378032,0.0356213384,2.5966441379,0.4468233623,6.4854842391,-0.0762581586,-4.3128962046,0.0305691888,2.1725880345,-0.0857142857,-3,0,0,-0.2996530708,-0.3137469313,-0.5927670311,-0.345967891,0,0,-0.5927670311,-0.345967891,-0.2222222222,-2,0,0,-0.0784291438,-0.3257538342,0,0,0.0684694906,0.0838165934,0.2475147312,0.4665995004,0.1200985561,0.4665995004,0.1200985561,0.4665995004,106506,433029
21,1988,0,0,0,21.9700213645,0,2.1126817896,0,51.1163239228,0,0,0.9109781297,0,0,0,1,5,0,0,0,0,0.6666666667,0,0,0,17,0,10,0,3,0,0,0.8923076923,30,75.199027077,21.9700213645,51.1163239228,3,3.7751776503,2,1.3202528555,6,0.5756575839,0.0530929158,0,2,2.8155399413,4.8155399413,4.8155399413,0.0315968809,2.3032782889,0.5136446955,7.4553724311,-0.0961904597,-5.4401978235,0.0283543185,2.0151746076,-0.1428571429,-5,0,0,-0.450201594,-0.4713763427,-0.9090328007,-0.5305560943,0,0,-0.9090328007,-0.5305560943,-0.3333333333,-3,0,0,-0.0910806883,-0.3783017641,0,0,0.0785100752,0.0961077262,0.4935455595,0.9304016385,0.239477096,0.9304016385,0.239477096,0.9304016385,106506,433029
21,1996,0,0,0,32.5038797068,0,2.3618100871,0,48.035992326,0,0,0.8263964174,0,0,0,1,3,0,0,0,0,0.6153846154,0,0,0,18,0,8,0,2,0,0,0.8888888889,28,82.9016821198,32.5038797068,48.035992326,3,3.3747116397,2,1.4205667352,4,0.4659374604,0.1134114948,0,2,2.5131900548,4.5131900548,4.5131900548,0.1372636059,10.0059333318,1.2393844905,17.9892307734,-0.1506551173,-8.5205294203,0.1332284422,9.4687013531,-0.2,-7,0,0,-0.5549929677,-0.5810964661,-0.80568545,-0.4702375154,0,0,-0.80568545,-0.4702375154,-0.5555555556,-5,0,0,-0.187497685,-0.7787677748,0,0,0.1604561429,0.1964216059,0.3331595093,0.6280517519,0.1616549278,0.6280517519,0.1616549278,0.6280517519,106506,433029
21,2014,0,0,0,40.4604201688,0,1.3925556589,0,49.6984028407,0,0,0.7978930182,0,0,0,0,2,0,0,0,0,0.3636363636,0,0,0,16,0,6,0,2,0,0,0.813559322,24,91.5513786683,40.4604201688,49.6984028407,3,3.2018097992,2,1.4571528735,2,0.3135352521,0,0,1,3,5,5,0.2559220557,18.6556298803,1.7875576154,25.9457712353,-0.1212613275,-6.8581189056,0.2685709571,19.0876523297,-0.3142857143,-11,0,0,-0.7005490996,-0.7334986745,-1,-0.5836490102,0,0,-1,-0.5836490102,-0.7777777778,-7,-0.5,-1,-0.2291258774,-0.9516696152,0,0,0.1903432351,0.2330077441,0.5913951753,1.1148616971,0.2869554724,1.1148616971,0.2869554724,1.1148616971,106506,433029
22,1964,0,0,0,20.4694396335,0,2.9157906816,0,16.9822717881,0,0,1,0,0,0,2,10,0,0,0,0,1,0,0,0,15,0,15,0,1,0,0,1,31,40.3675021032,20.4694396335,16.9822717881,3,2.8272289508,2,1.5793083321,12,0.7687084524,0.0319068004,0,2,2.9169859515,4.9169859515,4.9169859515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106486,433024
22,1984,0,0,0,26.5210110223,0,2.8741842139,0,0,0,0,0.6692293944,0,0,0,1,4,0,0,0,0,0.5882352941,0,0,0,10,0,8,0,0,0,0,0.7346938776,18,29.3951952362,26.5210110223,0,2,1.1955546946,2,2,5,0.5039114616,0.0122718463,0,2,2.9512936409,4.9512936409,4.9512936409,-0.2718103993,-10.972306867,0.2956393285,6.0515713888,-1,-16.9822717881,-0.2918611723,-10.9307003993,-0.4193548387,-13,-0.3333333333,-1,-0.3444699872,-0.2647969908,-0.6153846154,-0.0196349541,0,0,-0.6153846154,-0.0196349541,-0.5833333333,-7,0,0,-0.5771284479,-1.6316742562,0,0,0.2663771598,0.4206916679,0.0117613489,0.0343076894,0.006977382,0.0343076894,0.006977382,0.0343076894,106486,433024
22,1988,0,0,0,27.4143621633,0,3.3781153105,0,0,0,0,0.6572579266,0,0,0,1,1,0,0,0,0,0.2857142857,0,0,0,9,0,6,0,0,0,0,0.652173913,15,30.7924774738,27.4143621633,0,2,1.2194117257,2,2,2,0.122306129,0.0176714587,0,2,2.7110290576,4.7110290576,4.7110290576,-0.2371963617,-9.5750246294,0.339282494,6.9449225298,-1,-16.9822717881,-0.2680077593,-10.0373492583,-0.5161290323,-16,-0.3333333333,-1,-0.8408939974,-0.6464023234,-0.4461538462,-0.0142353417,0,0,-0.4461538462,-0.0142353417,-0.8333333333,-10,0,0,-0.568690139,-1.6078172251,0,0,0.2663771598,0.4206916679,-0.070606063,-0.2059568938,-0.0418868176,-0.2059568938,-0.0418868176,-0.2059568938,106486,433024
22,1996,0,0,0,24.4583787307,0,2.0912404198,0,0,0,0,0.6742872267,0,0,0,1,1,0,0,0,0,0.2857142857,0,0,0,7,0,3,0,0,0,0,0.487804878,10,26.5496191504,24.4583787307,0,2,1.1575344948,2,2,2,0.158670064,0.0330063578,0,2,2.5839623809,4.5839623809,4.5839623809,-0.3423021548,-13.8178829528,0.1948729017,3.9889390971,-1,-16.9822717881,-0.3469356192,-12.9933326909,-0.6774193548,-21,-0.3333333333,-1,-0.7935887612,-0.6100383885,0.0344615385,0.0010995574,0,0,0.0344615385,0.0010995574,-0.8333333333,-10,0,0,-0.5905763152,-1.669694456,0,0,0.2663771598,0.4206916679,-0.1141670122,-0.3330235706,-0.0677292093,-0.3330235706,-0.0677292093,-0.3330235706,106486,433024
22,2014,0,0,0,30.0746146567,0,2.0156976207,0,0,0,0,0.620640781,0,0,0,1,0,0,0,0,0,0.1538461538,0,0,0,7,0,2,0,0,0,0,0.45,9,32.0903122775,30.0746146567,0,2,1.1256265507,2,2,1,0.0718186719,0.0718186719,0,1,1,3,3,-0.2050458759,-8.2771898257,0.4692446493,9.6051750232,-1,-16.9822717881,-0.1969762258,-7.3770967649,-0.7096774194,-22,-0.3333333333,-1,-0.906572288,-0.6968897805,1.2508891853,0.0399118715,0,0,1.2508891853,0.0399118715,-0.9166666667,-11,-0.5,-1,-0.601862258,-1.7016024002,0,0,0.2663771598,0.4206916679,-0.6571803853,-1.9169859515,-0.3898701299,-1.9169859515,-0.3898701299,-1.9169859515,106486,433024
23,1964,0,0,0,21.7565108738,0,0.6675884389,0,12.5663706144,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,14,0,4,0,1,0,0,1,19,34.9904699271,21.7565108738,12.5663706144,3,2.4747060969,2,1.640863051,5,0.2473807865,0.1502073987,0,2,1.7856179062,3.7856179062,3.7856179062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106473,433024
23,1984,0,0,0,34.4209188139,0,0.4417864669,0,13.5591335278,0,0,0.8335620601,0,0,0,1,2,0,0,0,0,0.75,0,0,0,12,0,3,0,1,0,0,0.9142857143,16,48.4218388087,34.4209188139,13.5591335278,3,2.1383315545,2,1.7199789628,3,0.3051468214,0.0572555261,0,2,2.6247345731,4.6247345731,4.6247345731,0.3838579164,13.4313688816,0.5820973783,12.6644079401,0.0790015625,0.9927629135,0.397902806,13.6571708536,-0.1578947368,-3,0,0,0.2335105961,0.0577660349,-0.6188235294,-0.0929518726,0,0,-0.6188235294,-0.0929518726,-0.4,-2,0,0,-0.1359250469,-0.3363745424,0,0,0.0482160359,0.0791159118,0.4699306968,0.8391166669,0.2216591023,0.8391166669,0.2216591023,0.8391166669,106473,433024
23,1988,0,0,0,35.21373899,0,0.4536459792,0,13.986684653,0,0,0.8217075231,0,0,0,1,2,0,0,0,0,0.75,0,0,0,11,0,3,0,1,0,0,0.8823529412,15,49.6540696222,35.21373899,13.986684653,3,2.1450024339,2,1.718317456,3,0.3285124168,0.0683492752,0,2,2.5838861993,4.5838861993,4.5838861993,0.4190741001,14.6635996951,0.6185379721,13.4572281161,0.113025,1.4203140387,0.4334584251,14.8775421548,-0.2105263158,-4,0,0,0.3279625367,0.0811316303,-0.5449673203,-0.0818581236,0,0,-0.5449673203,-0.0818581236,-0.4,-2,0,0,-0.133229422,-0.329703663,0,0,0.0472034549,0.077454405,0.4470543728,0.7982682931,0.2108686912,0.7982682931,0.2108686912,0.7982682931,106473,433024
23,1996,0,0,0,36.3100959212,0,0.2596722678,0,14.2865693068,0,0,0.8056806023,0,0,0,1,1,0,0,0,0,0.5714285714,0,0,0,10,0,2,0,1,0,0,0.8125,13,50.8563374958,36.3100959212,14.2865693068,3,2.1338925413,2,1.7190798628,2,0.2796017462,0.1661902514,0,2,1.8112359551,3.8112359551,3.8112359551,0.4534339665,15.8658675687,0.6689301024,14.5535850474,0.1368890625,1.7201986924,0.4741380395,16.2737837398,-0.3157894737,-6,0,0,0.1302484324,0.0322209597,0.1064052288,0.0159828526,0,0,0.1064052288,0.0159828526,-0.6,-3,0,0,-0.1377188007,-0.3408135556,0,0,0.0476680926,0.0782168118,0.0143468817,0.0256180489,0.0067672041,0.0256180489,0.0067672041,0.0256180489,106473,433024
23,2014,0,0,0,33.8863769634,0,0,0,15.9332010784,0,0,0.8094060152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,0,0,0,1,0,0,0.5925925926,8,49.8195780418,33.8863769634,15.9332010784,2,2.2792722624,2,1.6801819344,NA,NA,NA,NA,NA,NA,NA,NA,0.4238042,14.8291081148,0.5575280963,12.1298660896,0.2679238555,3.366830464,0.4514975399,15.4966965536,-0.5789473684,-11,-0.3333333333,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0789725433,-0.1954338345,0,0,0.0239623187,0.0393188834,NA,NA,NA,NA,NA,NA,106473,433024
24,1964,0,0,0,9.5916750705,0,1.9595684177,0,39.9158981593,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,14,0,6,0,2,0,0,1,22,51.4671416474,9.5916750705,39.9158981593,3,4.1783915764,2,1.2244391882,4,0.2964878067,0.2081305133,0,2,1.5960264901,3.5960264901,3.5960264901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106451,433021
24,1984,0,0,0,11.4032155693,0,2.3093651247,0,40.4280955715,0,0,0.9746843115,0,0,0,0,1,0,0,0,0,0.4,0,0,0,11,0,5,0,2,0,0,0.9,18,54.1406762655,11.4032155693,40.4280955715,3,4.0722023441,2,1.2532768639,1,0.0706858347,0,0,1,3,5,5,0.0519464367,2.6735346181,0.1888659161,1.8115404988,0.012831915,0.5121974123,0.0469370191,2.3237379111,-0.1818181818,-4,0,0,-0.761589404,-0.225801972,-1,-0.2081305133,0,0,-1,-0.2081305133,-0.75,-3,-0.5,-1,-0.0254139016,-0.1061892323,0,0,0.0235517419,0.0288376757,0.8796680498,1.4039735099,0.3904235727,1.4039735099,0.3904235727,1.4039735099,106451,433021
24,1988,0,0,0,12.4259806927,0,0.4185386813,0,40.800374301,0,0,0.94995995,0,0,0,0,1,0,0,0,0,0.4,0,0,0,11,0,2,0,2,0,0,0.8108108108,15,53.6448936749,12.4259806927,40.800374301,3,4.0578599999,2,1.2394360114,1,0.0706858347,0,0,1,3,5,5,0.0423134442,2.1777520275,0.2954964176,2.8343056222,0.0221584928,0.8844761417,0.0751154121,3.7187817639,-0.3181818182,-7,0,0,-0.761589404,-0.225801972,-1,-0.2081305133,0,0,-1,-0.2081305133,-0.75,-3,-0.5,-1,-0.0288464052,-0.1205315765,0,0,0.0122479119,0.0149968232,0.8796680498,1.4039735099,0.3904235727,1.4039735099,0.3904235727,1.4039735099,106451,433021
