Block,Year,A,B,Cr,F,Fr.x,I,PM,Q,Sc,T,Sorensen_BA,A.x,B.x,Cr.x,F.x,I.x,PM.x,Q.x,Sc.x,T.x,Sorensen.x,A.y,B.y,Cr.y,F.y,Fr.y,I.y,PM.y,Q.y,Sc.y,T.y,Sorensen.SD,SDM,BAM,BAFM,BAQM,SPRM,LightM,MoistM,NitM,SDS,BAS,BAFS,BAQS,SPRS,LightS,MoistS,NitS,BAPERCM,BARAWM,BAFPERCM,BAFRAWM,BAQPERCM,BAQRAWM,BAQFPERCM,BAQFRAWM,SDPERCM,SDRAWM,SPRPERCM,SPRRAWM,BAPERCS,BARAWS,BAFPERCS,BAFRAWS,BAQPERCS,BAQRAWS,BAQFPERCS,BAQFRAWS,SDPERCS,SDRAWS,SPRPERCS,SPRRAWS,LightPercM,LightRawM,MoistPercM,MoistRawM,NitPercM,NitRawM,LightPercS,LightRawS,MoistPercS,MoistRawS,NitPercS,NitRawS,Northing,Easting
8,2014,0,0,0,0,0,1.8353052453,0,16.924188928,0,0,0.4585498458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,2,0,0,0.5,4,18.7594941733,0,16.924188928,2,4.8043331842,2,1.0978334079,NA,NA,NA,NA,NA,NA,NA,NA,-0.6954178804,-42.8314298003,-1,-36.5838464511,-0.2800953276,-6.5847415978,-0.7183656709,-43.1685880489,-0.6666666667,-8,-0.3333333333,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8654509856,2.2289059973,0,0,-0.3216153825,-0.5204718714,NA,NA,NA,NA,NA,NA,106773,433044
9,1964,0,0,0,26.7899313535,0,0.8659014751,0,8.7375545678,0,0,1,0,0,0,2,5,0,0,0,0,1,0,0,0,13,0,6,0,2,0,0,1,21,36.3933873964,26.7899313535,8.7375545678,3,2.0079309415,2,1.7599136768,7,0.7232731687,0.2847068342,0,2,2.2127266804,4.2127266804,4.2127266804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106752,433047
9,1984,0,0,0,30.9144694435,0,0.2419222693,0,4.1909631397,0,0,0.8704347288,0,0,0,2,0,0,0,0,0,0.4444444444,0,0,0,11,0,1,0,1,0,0,0.7647058824,13,35.3473548525,30.9144694435,4.1909631397,3,1.4879487353,2,1.8814348865,2,0.3028691668,0.3028691668,0,1,1,3,3,-0.0287423793,-1.0460325439,0.1539585166,4.12453809,-0.5203505618,-4.5465914281,-0.0118796286,-0.4220533381,-0.380952381,-8,0,0,-0.5812520361,-0.4204040019,0.0637931034,0.0181623325,0,0,0.0637931034,0.0181623325,-0.7142857143,-5,-0.5,-1,-0.2589641882,-0.5199822061,0,0,0.0690495286,0.1215212097,-0.5480689012,-1.2127266804,-0.2878721485,-1.2127266804,-0.2878721485,-1.2127266804,106752,433047
9,1988,0,0,0,31.2628131639,0,0.2375829444,0,4.7143524758,0,0,0.8743336086,0,0,0,2,0,0,0,0,0,0.4444444444,0,0,0,11,0,1,0,1,0,0,0.7647058824,13,36.2147485842,31.2628131639,4.7143524758,3,1.5338315617,2,1.8698223055,2,0.2837643564,0.2837643564,0,1,1,3,3,-0.0049085514,-0.1786388123,0.1669613017,4.4728818105,-0.4604494382,-4.023202092,0.0126572344,0.4496797185,-0.380952381,-8,0,0,-0.6076664133,-0.4395088122,-0.0033103448,-0.0009424778,0,0,-0.0033103448,-0.0009424778,-0.7142857143,-5,-0.5,-1,-0.2361133892,-0.4740993798,0,0,0.0624511476,0.1099086287,-0.5480689012,-1.2127266804,-0.2878721485,-1.2127266804,-0.2878721485,-1.2127266804,106752,433047
9,1996,0,0,0,28.8648158565,0,0.3166921744,0,5.1471854036,0,0,0.9121283919,0,0,0,1,0,0,0,0,0,0.25,0,0,0,11,0,1,0,1,0,0,0.7647058824,13,34.3286934346,28.8648158565,5.1471854036,3,1.6182037194,2,1.8500617155,1,0.1772054606,0.1772054606,0,1,1,3,3,-0.0567326679,-2.0646939618,0.0774501612,2.074884503,-0.4109123596,-3.5903691642,-0.0426566818,-1.5154846611,-0.380952381,-8,0,0,-0.7549951135,-0.5460677081,-0.3775862069,-0.1075013736,0,0,-0.3775862069,-0.1075013736,-0.8571428571,-6,-0.5,-1,-0.1940939372,-0.3897272221,0,0,0.0512229889,0.0901480386,-0.5480689012,-1.2127266804,-0.2878721485,-1.2127266804,-0.2878721485,-1.2127266804,106752,433047
9,2014,0,0,0,35.8189156107,0,0.477663502,0,6.8088476533,0,0,0.8572817813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,11,0,1,0,1,0,0,0.7647058824,13,43.1054267661,35.8189156107,6.8088476533,3,1.6539946297,2,1.8420419849,NA,NA,NA,NA,NA,NA,NA,NA,0.1844301905,6.7120393697,0.337029018,9.0289842572,-0.2207376102,-1.9287069144,0.199853076,7.1002773428,-0.380952381,-8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1762691656,-0.3539363117,0,0,0.0466661002,0.082128308,NA,NA,NA,NA,NA,NA,106752,433047
10,1964,0,0,0,32.1640182865,0,0.331830724,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,1,8,32.4958490106,32.1640182865,0,2,1.0204229607,2,2,4,0.2859831062,0,0,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106730,433046
10,1984,0,0,0,18.2466842913,0,0,0,0,0,0,0.7191869662,0,0,0,0,1,0,0,0,0,0.4,0,0,0,1,0,1,0,0,0,0,0.4,2,18.2466842913,18.2466842913,0,2,1,2,2,1,0.1661902514,0,0,1,3,5,5,-0.4384918429,-14.2491647193,-0.4326988584,-13.9173339952,0,0,-0.4326988584,-13.9173339952,-0.75,-6,0,0,-0.4188808788,-0.1197928549,0,0,0,0,0,0,-0.75,-3,0,0,-0.0200142113,-0.0204229607,0,0,0,0,0,0,0,0,0,0,106730,433046
10,1988,0,0,0,18.780519423,0,0,0,0,0,0,0.7325214323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.2222222222,1,18.780519423,18.780519423,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4220640483,-13.7153295876,-0.4161015811,-13.3834988636,0,0,-0.4161015811,-13.3834988636,-0.875,-7,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0200142113,-0.0204229607,0,0,0,0,NA,NA,NA,NA,NA,NA,106730,433046
10,1996,0,0,0,19.3610268405,0,0,0,0,0,0,0.746710114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.2222222222,1,19.3610268405,19.3610268405,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.4042,-13.1348221701,-0.3980532324,-12.802991446,0,0,-0.3980532324,-12.802991446,-0.875,-7,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0200142113,-0.0204229607,0,0,0,0,NA,NA,NA,NA,NA,NA,106730,433046
10,2014,0,0,0,20.8843103675,0,0,0,0,0,0,0.7824746352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0.2222222222,1,20.8843103675,20.8843103675,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.3573237505,-11.6115386431,-0.3506933686,-11.2797079191,0,0,-0.3506933686,-11.2797079191,-0.875,-7,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0200142113,-0.0204229607,0,0,0,0,NA,NA,NA,NA,NA,NA,106730,433046
11,1964,0,0,0,16.7682507885,0,1.1839877313,0,27.6401248654,0,0,1,0,0,0,2,11,0,0,0,0,1,0,0,0,13,0,15,0,3,0,0,1,31,45.5923633852,16.7682507885,27.6401248654,3,3.4769164513,2,1.3937553833,13,0.8885405772,0.1668971097,0,2,2.6243342983,4.6243342983,4.6243342983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106707,433044
11,1984,0,0,0,13.3320552839,0,0.4125892902,0,13.6572101235,0,0,0.7507952114,0,0,0,1,3,0,0,0,0,0.4705882353,0,0,0,10,0,5,0,1,0,0,0.6808510638,16,27.4018546975,13.3320552839,13.6572101235,3,3.0237323235,2,1.5015954112,4,0.3875350888,0.0804247719,0,2,2.5849419871,4.5849419871,4.5849419871,-0.3989814815,-18.1905086877,-0.2049227166,-3.4361955047,-0.5058918804,-13.9829147419,-0.3922483088,-17.4191102465,-0.4838709677,-15,0,0,-0.5638521203,-0.5010054884,-0.5181176471,-0.0864723378,0,0,-0.5181176471,-0.0864723378,-0.6923076923,-9,0,0,-0.1303408161,-0.4531841279,0,0,0.0773737122,0.1078400279,-0.0150104014,-0.0393923111,-0.0085184826,-0.0393923111,-0.0085184826,-0.0393923111,106707,433044
11,1988,0,0,0,14.0436456548,0,0,0,13.5591335278,0,0,0.7542243437,0,0,0,1,6,0,0,0,0,0.7,0,0,0,10,0,6,0,1,0,0,0.7083333333,17,27.6027791827,14.0436456548,13.5591335278,3,2.9648939606,2,1.5087765099,7,0.3171634133,0.082957681,0,2,2.4768773602,4.4768773602,4.4768773602,-0.3945745047,-17.9895842025,-0.1624859485,-2.7246051337,-0.5094402216,-14.0809913375,-0.3784330371,-16.8055964712,-0.4516129032,-14,0,0,-0.6430512894,-0.5713771639,-0.5029411765,-0.0839394287,0,0,-0.5029411765,-0.0839394287,-0.4615384615,-6,0,0,-0.1472633864,-0.5120224908,0,0,0.0825260501,0.1150211266,-0.056188321,-0.147456938,-0.0318871709,-0.147456938,-0.0318871709,-0.147456938,106707,433044
11,1996,0,0,0,7.0522864587,0,0.2419222693,0,14.6235051189,0,0,0.6493168056,0,0,0,1,3,0,0,0,0,0.4705882353,0,0,0,8,0,4,0,1,0,0,0.5909090909,13,21.9177138469,7.0522864587,14.6235051189,3,3.6908766775,2,1.3327997062,4,0.3071299518,0.192442185,0,2,1.746835443,3.746835443,3.746835443,-0.5192678725,-23.6746495384,-0.5794262295,-9.7159643298,-0.4709320168,-13.0166197465,-0.5118985719,-22.7325840763,-0.5806451613,-18,0,0,-0.6543433585,-0.5814106254,0.1530588235,0.0255450753,0,0,0.1530588235,0.0255450753,-0.6923076923,-9,0,0,0.0615373504,0.2139602261,0,0,-0.0437348461,-0.0609556771,-0.3343700747,-0.8774988552,-0.189756795,-0.8774988552,-0.189756795,-0.8774988552,106707,433044
11,2014,0,0,0,11.1439309565,0,0.4394663134,0,16.5011855002,0,0,0.7623709786,0,0,0,0,2,0,0,0,0,0.2666666667,0,0,0,8,0,3,0,1,0,0,0.5581395349,12,28.0845827702,11.1439309565,16.5011855002,3,3.3815085727,2,1.4124468348,2,0.2300783491,0,0,1,3,5,5,-0.3840068668,-17.5077806151,-0.3354148207,-5.624319832,-0.40299888,-11.1389393651,-0.3774796747,-16.7632591971,-0.6129032258,-19,0,0,-0.7410603916,-0.6584622281,-1,-0.1668971097,0,0,-1,-0.1668971097,-0.8461538462,-11,-0.5,-1,-0.0274403714,-0.0954078786,0,0,0.0134108551,0.0186914515,0.1431470457,0.3756657017,0.0812367094,0.3756657017,0.0812367094,0.3756657017,106707,433044
12,1964,0,0,0,29.4288691825,0,0.9621127502,0,5.9395736107,0,0,1,0,0,0,3,14,0,0,0,0,1,0,0,0,12,0,17,0,1,0,0,1,30,36.3305555434,29.4288691825,5.9395736107,3,1.7069123926,2,1.8365129979,17,1.0971030595,0.3004147975,0,2,2.4523489933,4.4523489933,4.4523489933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106687,433042
12,1984,0,0,0,31.5930730917,0,0.88950269,0,6.9512646199,0,0,0.9571235943,0,0,0,1,7,0,0,0,0,0.64,0,0,0,9,0,10,0,1,0,0,0.8,20,39.4338404015,31.5930730917,6.9512646199,3,1.7502202058,2,1.8237233668,8,0.5513691457,0.1452201204,0,2,2.4732381325,4.4732381325,4.4732381325,0.0854180403,3.1032848582,0.0735401655,2.1642039091,0.1703305785,1.0116910092,0.0897945928,3.1758949184,-0.3333333333,-10,0,0,-0.4974317673,-0.5457339138,-0.5166013072,-0.1551946771,0,0,-0.5166013072,-0.1551946771,-0.5294117647,-9,0,0,0.0253720187,0.0433078132,0,0,-0.0069640842,-0.0127896311,0.0085180124,0.0208891393,0.004691712,0.0208891393,0.004691712,0.0208891393,106687,433042
12,1988,0,0,0,30.7097161423,0,0.2507187287,0,6.4242428173,0,0,0.9663989371,0,0,0,1,8,0,0,0,0,0.6923076923,0,0,0,8,0,9,0,1,0,0,0.75,18,37.3846776884,30.7097161423,6.4242428173,3,1.7007793125,2,1.8281584003,9,0.8027947327,0.192442185,0,2,2.5205693881,4.5205693881,4.5205693881,0.0290147544,1.054122145,0.0435234855,1.2808469598,0.0816,0.4846692066,0.0499178371,1.7655161665,-0.4,-12,0,0,-0.2682595078,-0.2943083268,-0.3594117647,-0.1079726125,0,0,-0.3594117647,-0.1079726125,-0.4705882353,-8,0,0,-0.0035930843,-0.0061330801,0,0,-0.0045491633,-0.0083545976,0.0278183876,0.0682203948,0.0153223377,0.0682203948,0.0153223377,0.0682203948,106687,433042
12,1996,0,0,0,36.6103143692,0,0,0,7.3301406939,0,0,0.8812258006,0,0,0,0,4,0,0,0,0,0.380952381,0,0,0,9,0,4,0,1,0,0,0.6363636364,14,43.9404550631,36.6103143692,7.3301406939,3,1.667279452,2,1.833180137,4,0.3098199405,0,0,1,3,5,5,0.2094627898,7.6098995197,0.2440272218,7.1814451867,0.2341190083,1.3905670832,0.2423632932,8.5720122699,-0.5333333333,-16,0,0,-0.7176017897,-0.787283119,-1,-0.3004147975,0,0,-1,-0.3004147975,-0.7647058824,-13,-0.5,-1,-0.023219083,-0.0396329406,0,0,-0.0018147766,-0.0033328609,0.223316913,0.5476510067,0.1230027133,0.5476510067,0.1230027133,0.5476510067,106687,433042
12,2014,0,0,0,45.0620370532,0,0.6609408504,0,7.6036764704,0,0,0.8037141391,0,0,0,0,1,0,0,0,0,0.1111111111,0,0,0,9,0,3,0,1,0,0,0.6046511628,13,53.326654374,45.0620370532,7.6036764704,3,1.5951355463,2,1.85741321,1,0.0477962143,0,0,1,3,5,5,0.4678183027,16.9960988306,0.5312187762,15.6331678707,0.2801721081,1.6641028597,0.4890594373,17.2972707304,-0.5666666667,-17,0,0,-0.9564341619,-1.0493068452,-1,-0.3004147975,0,0,-1,-0.3004147975,-0.9411764706,-16,-0.5,-1,-0.0654848174,-0.1117768463,0,0,0.011380378,0.0209002121,0.223316913,0.5476510067,0.1230027133,0.5476510067,0.1230027133,0.5476510067,106687,433042
13,1964,0,0,0,30.5686782671,0,0.2375829444,0,11.3411494795,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,19,0,4,0,1,0,0,1,24,42.147410691,30.5686782671,11.3411494795,3,2.0876056929,2,1.7309170529,5,0.4167519005,0.1413716694,0,2,2.3215547703,4.3215547703,4.3215547703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106666,433035
13,1984,0,0,0,28.0325883276,0,0.5164974672,0,11.641564277,0,0,0.9621630722,0,0,0,1,0,0,0,0,0,0.3333333333,0,0,0,9,0,2,0,1,0,0,0.6666666667,12,40.1906500718,28.0325883276,11.641564277,3,2.1843364553,2,1.7103414785,1,0.1555284713,0.1555284713,0,1,1,3,3,-0.0464265915,-1.9567606192,-0.0829636767,-2.5360899395,0.0264889197,0.3004147975,-0.0533448898,-2.235675142,-0.5,-12,0,0,-0.6268080094,-0.2612234291,0.1001388889,0.0141568019,0,0,0.1001388889,0.0141568019,-0.8,-4,-0.5,-1,0.0463357438,0.0967307624,0,0,-0.0118870944,-0.0205755744,-0.5692541857,-1.3215547703,-0.3058053966,-1.3215547703,-0.3058053966,-1.3215547703,106666,433035
13,1988,0,0,0,27.2576359598,0,0,0,11.2517908034,0,0,0.9548955297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,0,0,0,1,0,0,0.5,8,38.5094267632,27.2576359598,11.2517908034,2,2.1687310614,2,1.7078172347,NA,NA,NA,NA,NA,NA,NA,NA,-0.0863157159,-3.6379839278,-0.1083148666,-3.3110423073,-0.0078791551,-0.089358676,-0.0811361241,-3.4004009834,-0.6666666667,-16,-0.3333333333,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0388604844,0.0811253685,0,0,-0.0133454219,-0.0230998183,NA,NA,NA,NA,NA,NA,106666,433035
13,1996,0,0,0,22.0577699743,0,0,0,11.8541911947,0,0,0.8782328499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,0,0,0,1,0,0,0.4516129032,7,33.9119611691,22.0577699743,11.8541911947,2,2.3982312772,2,1.6504421807,NA,NA,NA,NA,NA,NA,NA,NA,-0.1953963337,-8.2354495219,-0.278419244,-8.5109082928,0.0452371884,0.5130417153,-0.1908351097,-7.9978665775,-0.7083333333,-17,-0.3333333333,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1487951415,0.3106255844,0,0,-0.046492622,-0.0804748723,NA,NA,NA,NA,NA,NA,106666,433035
13,2014,0,0,0,30.1214655891,0,0,0,12.186544709,0,0,0.981881674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,0,0,0,1,0,0,0.4516129032,7,42.3080102981,30.1214655891,12.186544709,2,2.152173749,2,1.7119565628,NA,NA,NA,NA,NA,NA,NA,NA,0.0038104264,0.1605996071,-0.0146297682,-0.447212678,0.0745422879,0.8453952296,0.0095009351,0.3981825515,-0.7083333333,-17,-0.3333333333,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0309292393,0.0645680561,0,0,-0.0109540143,-0.0189604902,NA,NA,NA,NA,NA,NA,106666,433035
14,1964,0,0,0,20.4031716635,0,0.2375829444,0,16.8487541003,0,0,1,0,0,0,9,1,0,0,0,0,1,0,0,0,23,0,2,0,2,0,0,1,27,37.4895087082,20.4031716635,16.8487541003,3,2.8103780132,2,1.5505741558,10,0.9189158512,0.7598727231,0,2,1.3461538462,3.3461538462,3.3461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106647,433038
14,1984,0,0,0,24.4628555002,0,0.6104507225,0,19.2523080997,0,0,0.9164444743,0,0,0,2,0,0,0,0,0,0.3333333333,0,0,0,14,0,2,0,2,0,0,0.8,18,44.3256143224,24.4628555002,19.2523080997,3,2.7648967767,2,1.5656617873,2,0.2218749812,0.2218749812,0,1,1,3,3,0.1823471646,6.8361056142,0.1989731745,4.0596838367,0.1426547022,2.4035539994,0.1735007709,6.4632378361,-0.3333333333,-9,0,0,-0.7585470085,-0.69704087,-0.7080103359,-0.5379977419,0,0,-0.7080103359,-0.5379977419,-0.8,-8,-0.5,-1,-0.0161833163,-0.0454812364,0,0,0.0097303515,0.0150876316,-0.2571428571,-0.3461538462,-0.1034482759,-0.3461538462,-0.1034482759,-0.3461538462,106647,433038
14,1988,0,0,0,22.9834206148,0,0.2827433388,0,19.7544131456,0,0,0.9312996833,0,0,0,2,0,0,0,0,0,0.3333333333,0,0,0,12,0,1,0,2,0,0,0.7142857143,15,43.0205770992,22.9834206148,19.7544131456,3,2.8498854415,2,1.5408147803,2,0.2566877548,0.2566877548,0,1,1,3,3,0.147536433,5.531068391,0.12646313,2.5802489513,0.1724554248,2.9056590453,0.1472650845,5.4859079966,-0.4444444444,-12,0,0,-0.7206623932,-0.6622280964,-0.6621963824,-0.5031849683,0,0,-0.6621963824,-0.5031849683,-0.8,-8,-0.5,-1,0.0140576919,0.0395074283,0,0,-0.0062940398,-0.0097593755,-0.2571428571,-0.3461538462,-0.1034482759,-0.3461538462,-0.1034482759,-0.3461538462,106647,433038
14,1996,0,0,0,19.7102737688,0,0.4417864669,0,19.9702405609,0,0,0.9482219535,0,0,0,1,0,0,0,0,0,0.1818181818,0,0,0,9,0,1,0,2,0,0,0.6153846154,12,40.1223007966,19.7102737688,19.9702405609,3,3.0129587181,2,1.5022658182,1,0.192442185,0.192442185,0,1,1,3,3,0.0702274364,2.6327920884,-0.0339603031,-0.6928978947,0.1852651206,3.1214864606,0.0651936381,2.4285885659,-0.5555555556,-15,0,0,-0.7905769231,-0.7264736662,-0.746744186,-0.5674305381,0,0,-0.746744186,-0.5674305381,-0.9,-9,-0.5,-1,0.0720830806,0.2025807049,0,0,-0.0311551289,-0.0483083376,-0.2571428571,-0.3461538462,-0.1034482759,-0.3461538462,-0.1034482759,-0.3461538462,106647,433038
14,2014,0,0,0,26.5542065323,0,0.7043104909,0,20.8799326284,0,0,0.8756371033,0,0,0,1,2,0,0,0,0,0.3076923077,0,0,0,10,0,3,0,2,0,0,0.6666666667,15,48.1384496516,26.5542065323,20.8799326284,3,2.7642519049,2,1.5662524909,3,0.0187007018,0.0071619701,0,2,2.2340426436,4.2340426436,4.2340426436,0.2840512269,10.6489409434,0.3014744458,6.1510348688,0.2392567726,4.0311785281,0.2733338797,10.182213397,-0.4444444444,-12,0,0,-0.9796491683,-0.9002151494,-0.9905747767,-0.752710753,0,0,-0.9905747767,-0.752710753,-0.7,-7,0,0,-0.0164127772,-0.0461261083,0,0,0.0101113094,0.0156783351,0.6595745353,0.8878887975,0.2653460774,0.8878887975,0.2653460774,0.8878887975,106647,433038
15,1964,0,0,0,22.0132378985,0,0,0,37.1120267159,0,0,1,0,0,0,1,7,0,0,0,0,1,0,0,0,10,0,9,0,2,0,0,1,21,59.1252646144,22.0132378985,37.1120267159,3,3.510738985,2,1.3723152538,8,0.8624653582,0.096211275,0,2,2.7768924303,4.7768924303,4.7768924303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106624,433036
15,1984,0,0,0,20.3307383179,0,0.7336796943,0,37.5499843668,0,0,0.975758918,0,0,0,1,7,0,0,0,0,1,0,0,0,5,0,10,0,2,0,0,0.8421052632,17,58.614402379,20.3307383179,37.5499843668,3,3.5875431754,2,1.3593727336,8,0.9103157413,0.0706858347,0,2,2.8447004012,4.8447004012,4.8447004012,-0.0086403374,-0.5108622354,-0.0764312632,-1.6824995806,0.0118009629,0.4379576509,-0.0210492408,-1.2445419297,-0.1904761905,-4,0,0,0.0554809334,0.0478503831,-0.2653061224,-0.0255254403,0,0,-0.2653061224,-0.0255254403,0,0,0,0,0.0218769298,0.0768041904,0,0,-0.0094311567,-0.0129425201,0.0244186524,0.0678079709,0.0141949964,0.0678079709,0.0141949964,0.0678079709,106624,433036
15,1988,0,0,0,1.8444683168,0,0.6607751098,0,38.2203806041,0,0,0.7802934067,0,0,0,0,5,0,0,0,0,0.7692307692,0,0,0,2,0,7,0,2,0,0,0.6875,11,40.7256240308,1.8444683168,38.2203806041,3,4.7863894368,2,1.0615151636,5,0.4469504598,0,0,1,3,5,5,-0.3111976023,-18.3996405836,-0.9162109488,-20.1687695816,0.0298650865,1.1083538882,-0.3223734527,-19.0604156935,-0.4761904762,-10,0,0,-0.4817757541,-0.4155148983,-1,-0.096211275,0,0,-1,-0.096211275,-0.375,-3,-0.5,-1,0.3633566771,1.2756504518,0,0,-0.2264786384,-0.3108000901,0.0803443329,0.2231075697,0.046705588,0.2231075697,0.046705588,0.2231075697,106624,433036
15,1996,0,0,0,6.6212992165,0,0.6138672045,0,39.1459134348,0,0,0.8290179354,0,0,0,0,3,0,0,0,0,0.5454545455,0,0,0,2,0,5,0,2,0,0,0.6,9,46.3810798559,6.6212992165,39.1459134348,3,4.4024949104,2,1.1559939191,3,0.2308285202,0,0,1,3,5,5,-0.2155455006,-12.7441847586,-0.6992128442,-15.391938682,0.0548039786,2.0338867189,-0.2259279861,-13.3580519631,-0.5714285714,-12,0,0,-0.7323619806,-0.631636838,-1,-0.096211275,0,0,-1,-0.096211275,-0.625,-5,-0.5,-1,0.2540080391,0.8917559254,0,0,-0.157632391,-0.2163213346,0.0803443329,0.2231075697,0.046705588,0.2231075697,0.046705588,0.2231075697,106624,433036
15,2014,0,0,0,8.9035744039,0,1.0633534365,0,40.9526300651,0,0,0.836306517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0,2,0,0,0.4444444444,6,50.9195579055,8.9035744039,40.9526300651,3,4.2588112301,2,1.1957386955,NA,NA,NA,NA,NA,NA,NA,NA,-0.138785116,-8.205706709,-0.595535448,-13.1096634946,0.1034867586,3.8406033491,-0.1567698717,-9.2690601454,-0.7142857143,-15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2130811343,0.7480722451,0,0,-0.1286705498,-0.1765765582,NA,NA,NA,NA,NA,NA,106624,433036
16,1964,0,0,0,39.9954197233,0,1.0804133485,0,0,0,0,1,0,0,0,2,8,0,0,0,0,1,0,0,0,11,0,11,0,0,0,0,1,22,41.0758330718,39.9954197233,0,2,1.0526057912,2,2,10,0.5233500662,0.1747510914,0,2,2.3321827868,4.3321827868,4.3321827868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106602,433034
16,1984,0,0,0,14.4143732229,0,0.8549844407,0,0,0,0,0.5419932904,0,0,0,0,3,0,0,0,0,0.4615384615,0,0,0,6,0,6,0,0,0,0,0.7058823529,12,15.2693576636,14.4143732229,0,2,1.1119869558,2,2,3,0.279660651,0,0,1,3,5,5,-0.6282642001,-25.8064754082,-0.6395994011,-25.5810465004,0,0,-0.6395994011,-25.5810465004,-0.4545454545,-10,0,0,-0.465633676,-0.2436894151,-1,-0.1747510914,0,0,-1,-0.1747510914,-0.7,-7,-0.5,-1,0.0564134884,0.0593811646,0,0,0,0,0.2863485731,0.6678172132,0.1541525937,0.6678172132,0.1541525937,0.6678172132,106602,433034
16,1988,0,0,0,15.7856784162,0,1.0078229233,0,0,0,0,0.5803937961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,0,2,0,0,0,0,0.5333333333,8,16.7935013395,15.7856784162,0,2,1.1200253482,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.5911585942,-24.2823317323,-0.6053128452,-24.2097413071,0,0,-0.6053128452,-24.2097413071,-0.6363636364,-14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0640501483,0.0674195571,0,0,0,0,NA,NA,NA,NA,NA,NA,106602,433034
16,1996,0,0,0,18.1219041581,0,0.4963912742,0,0,0,0,0.6237898399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,1,0,0,0,0,0.4285714286,6,18.6182954323,18.1219041581,0,2,1.053322956,2,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.5467335891,-22.4575376395,-0.546900513,-21.8735155652,0,0,-0.546900513,-21.8735155652,-0.7272727273,-16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006813233,0.0007171648,0,0,0,0,NA,NA,NA,NA,NA,NA,106602,433034
