"Block","Year","BAM","BAPERCM","A_BA","B_BA","Cr_BA","F_BA","Fr_BA","I_BA","PM_BA","Q_BA","Sc_BA","T_BA"
18,1964,41.101849385997,0,0,5.30929158456675,0,25.7959118029371,0,0.237582944427728,0,9.75906305406542,0,0
18,1984,37.2996583371736,-0.0925065685759328,0,0,0,26.7086230086212,0,0.241922269280499,0,10.3491130592718,0,0
18,1988,37.4164274091167,-0.089665599770697,0,0,0,26.8076420820716,0,0.259672267773281,0,10.3491130592718,0,0
18,1996,42.2969308663766,0.0290760999378971,0,0,0,31.4866320055578,0,0,0,10.8102988608188,0,0
18,2014,45.2420325284917,0.100729850465203,0,0,0,32.9495019518731,0,0.350936900482416,0,11.9415936761362,0,0
19,1964,32.8806941106342,0,0,3.46360590058275,0,25.2991474645882,0,1.50600097831461,0,2.61193976714864,0,0
19,1984,35.6419184336906,0.083977069150842,0,3.41430253087547,0,27.2968076931896,0,1.67120948198526,0,3.25959872764026,0,0
19,1988,35.5731764594392,0.0818864206377643,0,3.43069771753639,0,27.0001628068744,0,1.64711739332304,0,3.49519854170541,0,0
19,1996,35.0069240185837,0.0646649946255822,0,0,0,28.1857998743392,0,2.51390244140255,0,4.30722170284203,0,0
19,2014,41.8588467890981,0.273052407234928,0,0,0,33.1260151415502,0,3.25392173848638,0,5.47890990906155,0,0
20,1964,30.9564686103104,0,0,0,0,13.5810068666982,0,1.8226146129342,0,15.552847130678,0,0
20,1984,33.8148074162709,0.0923341367499682,0,0,0,18.6804204270511,0,0.204282062299676,0,14.9301049269201,0,0
20,1988,35.5739422226485,0.149160218191044,0,0,0,20.035762402672,0,0.229022104446696,0,15.3091577155298,0,0
20,1996,39.5515715862208,0.277651274895344,0,0,0,23.7178660723119,0,0,0,15.8337055139089,0,0
20,2014,45.8022028834779,0.479568081878143,0,0,0,29.3355360487126,0,0.25071872871055,0,16.2159481060548,0,0
21,1964,72.8957487880299,0,0,0,0,14.514648933437,0,1.8245781083427,0,56.5565217462503,0,0
21,1984,75.4923929259464,0.0356213384331526,0,0,0,21.0001331725537,0,2.24863421171506,0,52.2436255416777,0,0
21,1988,75.1990270769634,0.0315968808500896,0,0,0,21.9700213645332,0,2.11268178963097,0,51.1163239227992,0,0
21,1996,76.3872755933214,0.047897536733512,0,0,0,25.9894731803064,0,2.36181008706064,0,48.0359923259544,0,0
21,2014,83.4738182034901,0.145112295179513,0,0,0,32.38285970395,0,1.39255565886567,0,49.6984028406744,0,0
22,1964,40.3675021032203,0,0,0,0,20.469439633546,0,2.91579068161303,0,16.9822717880613,0,0
22,1984,29.3951952362467,-0.271810399338489,0,0,0,26.5210110223397,0,2.87418421390705,0,0,0,0
22,1988,30.792477473793,-0.237196361690744,0,0,0,27.4143621632961,0,3.37811531049693,0,0,0,0
22,1996,23.0806332724394,-0.428237268349628,0,0,0,21.2058682214556,0,1.87476505098379,0,0,0,0
22,2014,27.7642824618872,-0.312212026622467,0,0,0,26.0064160333372,0,1.75786642855002,0,0,0,0
23,1964,34.9904699270606,0,0,0,0,21.7565108738136,0,0.667588438887831,0,12.5663706143592,0,0
23,1984,48.4218388086775,0.383857916444544,0,0,0,34.4209188139188,0,0.441786466911065,0,13.5591335278476,0,0
23,1988,49.6540696221859,0.41907410005331,0,0,0,35.2137389899604,0,0.453645979178366,0,13.9866846530471,0,0
23,1996,50.8563374957606,0.453433966499257,0,0,0,36.310095921201,0,0.259672267773281,0,14.2865693067863,0,0
23,2014,49.8195780418202,0.423804199991358,0,0,0,33.8863769634287,0,0,0,15.9332010783915,0,0
24,1964,51.4671416474348,0,0,0,0,9.59167507049134,0,1.95956841767663,0,39.9158981592668,0,0
24,1984,54.1406762655479,0.0519464367465282,0,0,0,11.4032155693216,0,2.30936512469977,0,40.4280955715265,0,0
24,1988,53.6448936749032,0.0423134442240196,0,0,0,12.4259806926519,0,0.4185386812745,0,40.8003743009769,0,0
24,1996,55.2411172672381,0.0733278650999542,0,0,0,14.2012947011955,0,0,0,41.0398225660426,0,0
24,2014,17.4843645517824,-0.660281026066,0,0,0,17.4843645517824,0,0,0,0,0,0
27,1964,20.0752679302909,0,0,0,0,11.7186314717421,0.622428044492478,0.331830724035422,0,6.83492751696629,0,0.567450173054656
27,1984,23.6219100516988,0.176667237205663,0,0,0,13.3294831048702,0.86491972744144,0.962387639519063,0,7.79311327631118,0,0.672006303556942
27,1988,21.6693316776764,0.0794043572878205,0,0,0,12.1770487447631,0.36316811075498,0.993783931100876,0,7.54767635024948,0,0.587654540808056
27,1996,24.2318306304392,0.207048927794214,0,0,0,14.1407012328894,0.4185386812745,1.18296671370924,0,7.867510117339,0,0.622113885227119
27,2014,30.0551687263387,0.497124164454586,0,0,0,17.9328837465314,0.669246289298603,2.12974140683188,0,8.60710027759033,0,0.716197006086491
28,1964,61.9674242182065,0,0,0,0,11.3975999724533,0,1.23700210735098,0,49.3328221384022,0,0
28,1984,69.4993926051881,0.121547223916539,0,0,0,14.7248214819621,0,2.30094172939733,0,52.4736293938286,0,0
28,1988,62.2417441617272,0.00442684115051599,0,0,0,11.8863925194437,0,2.40284714109815,0,47.9525045011853,0,0
28,1996,61.0705976903771,-0.0144725481032011,0,0,0,8.25645892280751,0,1.96783473334639,0,50.8463040342232,0,0
28,2014,64.442085129268,0.0399348680743514,0,0,0,9.69651490850128,0,1.1773486912652,0,53.5682215295015,0,0
29,1964,25.5980896405313,0,0,0,0,9.1734505484822,0,0.52032628325081,0,15.9043128087983,0,0
29,1984,31.1643438692076,0.21744803252282,0,0,0,12.5532151951223,0,0.477836242611007,0,18.1332924314744,0,0
29,1988,26.3743968201875,0.0303267622919386,0,0,0,6.29471102522744,0,0.483981983239593,0,19.5957038117204,0,0
29,1996,26.0008614536756,0.0157344481092276,0,0,0,5.77244088152223,0,0,0,20.2284205721534,0,0
29,2014,27.9674029045786,0.0925582063864558,0,0,0,9.00230094037524,0,0.458366236295341,0,18.506735727908,0,0
30,1964,49.5748229474991,0,0,0,0,37.7796151548258,0,0.45405831321415,0,11.3411494794592,0,0
30,1984,24.7025786546256,-0.501711207707465,0,0,0,11.3202186184046,0,0.941338968740012,0,12.4410210674809,0,0
30,1988,18.1756253924815,-0.633369837513491,0,0,0,5.76584353694969,0,0,0,12.4097818555318,0,0
30,1996,6.14644748693209,-0.876016753636391,0,0,0,6.14644748693209,0,0,0,0,0,0
30,2014,9.16150561986363,-0.815198419779212,0,0,0,9.16150561986363,0,0,0,0,0,0
31,1964,53.0757352608432,0,0,0,0,43.083016253167,0,0.644517367838031,0,9.34820163983813,0,0
31,1984,59.2436830224983,0.116210312138728,0,0,0,45.2741004144591,0,1.5285615405582,0,12.4410210674809,0,0
31,1988,40.8357172183297,-0.230614196531792,0,0,0,27.1681594740251,0,1.6295833793252,0,12.0379743649795,0,0
31,1996,4.04721564084931,-0.923746404624277,0,0,0,1.80771168278374,0,2.23950395806557,0,0,0,0
31,2014,16.1055352592811,-0.696555588346923,0,0.243706006765535,0,5.36675441740282,0,0.601804628558771,0,9.89327020655392,0,0
32,1964,36.4125314766621,0,0,0,0,36.4125314766621,0,0,0,0,0,0
32,1984,41.3830415634473,0.136505479987598,0,0,0,41.3830415634473,0,0,0,0,0,0
32,1988,24.8286154248968,-0.318129928955634,0,0,0,24.8286154248968,0,0,0,0,0,0
32,1996,18.9706643183346,-0.479007266207417,0,0,0,18.9706643183346,0,0,0,0,0,0
32,2014,26.156816483284,-0.281653446697361,0,0,0,26.156816483284,0,0,0,0,0,0
33,1964,63.8248908746415,0,0,0,0,47.3001135167592,0,2.3385230315159,0,14.1862543263664,0,0
33,1984,75.9663218126945,0.19023034386224,0,0,0,56.5856992880205,0,2.4348521162566,0,16.9457704084174,0,0
33,1988,45.4168661656107,-0.288414511278774,0,0,0,43.8759149690249,0,1.54095119658579,0,0,0,0
33,1996,44.7128548868953,-0.299444867446529,0,0,0,43.2032803469373,0,1.50957453995807,0,0,0,0
33,2014,47.9934217595154,-0.248045376939551,0,0,0,47.9934217595154,0,0,0,0,0,0
34,1964,40.5663060133303,0,0,0,0,33.4933046780842,0,7.07300133524615,0,0,0,0
34,1984,6.03064052773914,-0.85133868176813,0,0,0,1.60606070433144,0,4.42457982340769,0,0,0,0
34,1988,2.3219707652223,-0.942761099212255,0,0,0,0.204282062299676,0,2.11768870292262,0,0,0,0
34,1996,5.57891877406109,-0.862474074611875,0,0,0,2.33312341914254,0,3.24579535491855,0,0,0,0
34,2014,8.60839245650893,-0.787794519577894,0,0,0,4.76216457674191,0,3.84622787976702,0,0,0,0
35,1964,68.5225536394625,0,0,0,0,65.9714822299772,0,2.55107140948534,0,0,0,0
35,1984,72.97159861566,0.0649281840779982,0,0,0,69.4516011269453,0,3.51999748871468,0,0,0,0
35,1988,40.890341660594,-0.403257183383121,0,0,0,38.9982193101991,0,1.89212235039488,0,0,0,0
35,1996,42.74757269758,-0.37615324550658,0,0,0,41.4939790540272,0,1.25359364355275,0,0,0,0
35,2014,47.0717654355204,-0.313047121927291,0,0,0,47.0717654355204,0,0,0,0,0,0
36,1964,39.542834031653,0,0,0,0,37.0982822480785,0,2.00276531666349,0,0.441786466911065,0,0
36,1984,39.7655140459303,0.00563136203386457,0,0,0,37.9051021463826,0,1.86041189954771,0,0,0,0
36,1988,15.0142014352659,-0.620305377625503,0,0,0,14.2896519945777,0,0.724549440688231,0,0,0,0
36,1996,16.2093221855537,-0.590081930582452,0,0,0,15.8407937323336,0,0.368528453220168,0,0,0,0
36,2014,20.9289247534835,-0.470727749641554,0,0,0,20.5349665331432,0,0.393958220340343,0,0,0,0
37,1964,28.1152907542202,0,0,0,0,14.618223316235,0,2.14217349066654,0,11.3548939473186,0,0
37,1984,29.0301618048537,0.0325399818423075,0,0,0,15.0038341795091,0,2.3442564381087,0,11.6820711872359,0,0
37,1988,29.6172272970392,0.0534206299322579,0,0,0,15.6006582438748,0,2.09982089470533,0,11.9167481584591,0,0
37,1996,32.8355140812847,0.167888120678818,0,0,0,17.2355037908947,0,2.07030955871567,0,13.5297007316743,0,0
37,2014,33.9239258567615,0.206600570249109,0,0,0,21.4985005043372,0,1.394197301415,0,11.0312280510094,0,0
38,1964,54.5989168239821,0,0,0,0,25.7787312181127,0,1.4470961160598,0,27.3730894898096,0,0
38,1984,54.25907503868,-0.00622433200273315,0,0,0,26.0133885543818,0,0.779743296620987,0,27.4659431876772,0,0
38,1988,55.2645810373696,0.012191894127378,0,0,0,26.4558426097318,0,0.785889037249572,0,28.0228493903883,0,0
38,1996,60.060124048304,0.100024094652426,0,0,0,29.0024372496857,0,1.01889703737551,0,30.0387897612428,0,0
38,2014,53.6798289400208,-0.0168334453762934,0,0,0,19.0502995934795,0,0.601804628558771,0,34.0277247179825,0,0
39,1964,41.9068825034793,0,0,0,0,28.2625529098572,0,2.14610048148353,0,11.4982291121386,0,0
39,1984,36.0761847131871,-0.139134610879445,0,0,0,24.1929926912592,0,2.04183887529252,0,9.84135314663538,0,0
39,1988,34.076521719269,-0.186851426697278,0,0,0,24.7161071379901,0,2.1435283024984,0,7.21688627878056,0,0
39,1996,36.1171039575001,-0.138158178325446,0,0,0,26.0137616185094,0,2.24800589318435,0,7.85533644580634,0,0
39,2014,27.4675569116016,-0.344557378866798,0,0,0,17.7905384839091,0,2.57691747210085,0,7.10010095559168,0,0
40,1964,35.3173919125748,0,0,0,0,22.2738919139516,0,0,0,13.0434999986231,0,0
40,1984,38.1198889091177,0.0793517540445877,0,0,0,24.0515424820313,0,0,0,14.0683464270864,0,0
40,1988,33.6377197653789,-0.0475593484183021,0,0,0,19.6302024260477,0,0,0,14.0075173393312,0,0
40,1996,36.0471446160955,0.0206627008394952,0,0,0,20.6611749601854,0,0,0,15.3859696559101,0,0
40,2014,43.2599050800794,0.224889572456701,0,0,0,25.7134704912782,0,0.272353896421494,0,17.2740806923798,0,0
41,1964,32.8881750281405,0,0,7.06858347057703,0,11.857548771893,0,1.31554192369073,0,12.6465008619798,0,0
41,1984,33.8364058657644,0.0288319688402438,0,7.33014069394247,0,15.6140885524689,0,0.208307227887088,0,10.6838693914659,0,0
41,1988,19.9061520707573,-0.394732238753753,0,0,0,9.66546322794253,0,0.208307227887088,0,10.0323816149277,0,0
41,1996,21.7346375349629,-0.339135190190217,0,0,0,9.81453179935536,0,0.241922269280499,0,11.6781834663271,0,0
41,2014,25.0055029616449,-0.239681042190724,0,0,0,12.0260194641467,0,0.564403216747866,0,12.4150802807503,0,0
42,1964,56.2050560681299,0,0,0,0,18.0661212535498,0,1.10152092416492,0,37.0374138904152,0,0
42,1984,47.951503118527,-0.146847161572052,0,0,0,17.9462498588613,0,0.496391274221272,0,29.5088619854444,0,0
42,1988,37.1225510513274,-0.339515807860262,0,0,0,18.6552876858224,0,0.483981983239593,0,17.9832813822655,0,0
42,1996,41.043140873283,-0.269760698689956,0,0,0,21.2312169471793,0,0.541060794764502,0,19.0665810690396,0,0.204282062299676
42,2014,57.5577883389526,0.0240678039566942,0,0,0,36.0951474313563,0,0.789607461447834,0,20.3051865837071,0,0.367846862441357
43,1964,73.1775103791488,0,0,0,0,25.5470387599105,0,3.21227848829556,0,44.4181931309427,0,0
43,1984,56.8211420224529,-0.22351632724248,0,0,0,24.2781298521715,0,3.26440929139107,0,29.2786028788904,0,0
43,1988,57.3630471202431,-0.216110976951354,0,0,0,23.5773976107883,0,3.29072012986488,0,30.4949293795899,0,0
43,1996,59.8916561422553,-0.181556521505809,0,0,0,24.221149215417,0,3.3257685229065,0,32.3447384039317,0,0
43,2014,67.5433684059633,-0.0769928075441999,0,0,0,27.3812153524165,0,5.43912017970948,0,34.7230328738373,0,0
46,1964,44.5811632498477,0,0,0,0,23.5658718927404,0,2.15788145393449,0,18.8574099031727,0,0
46,1984,44.8535786028221,0.00611054833737064,0,0,0,24.956497880852,0,1.38444097757477,0,18.5126397443953,0,0
46,1988,26.0145666516269,-0.416467297951993,0,0,0,24.8634478334434,0,1.15111881818347,0,0,0,0
46,1996,28.0851118297916,-0.370022902444396,0,0,0,26.3972715416964,0,1.6878402880952,0,0,0,0
46,2014,27.5457417749452,-0.382121511263183,0,0,0,27.5457417749452,0,0,0,0,0,0
47,1964,70.8818111824921,0,0,0,0,16.6147250825454,0,4.25685804561417,0,50.0102280543325,0,0
47,1984,75.3009521236183,0.0623452034789101,0,0,0,18.601095212548,0,4.0151517608286,0,52.6847051502417,0,0
47,1988,64.2387368018897,-0.0937204378638004,0,0,0,18.4568764747941,0,3.68273198817064,0,42.099128338925,0,0
47,1996,66.5327866624032,-0.0613560015966845,0,0,0,19.4901462985598,0,3.65202291998179,0,43.3906174438616,0,0
47,2014,27.8736009570134,-0.606759470560789,0,0,0,8.19190386440628,0,3.29490520989004,0,16.3867918827171,0,0
48,1964,74.0237769002095,0,0,0,0,26.3795608131118,0,2.01258279370596,0,45.6316332933917,0,0
48,1984,71.624326606168,-0.0324145888594164,0,0,0,25.3364146074414,0,1.91036322273978,0,44.3775487759869,0,0
48,1988,43.2855900744613,-0.415247480106101,0,0,0,25.5491396999976,0,0.925905894829252,0,16.8105444796345,0,0
48,1996,46.4854003669129,-0.372020689655172,0,0,0,26.8709059041332,0,1.79773712610859,0,17.8167573366711,0,0
48,2014,35.2589871467379,-0.523680246763549,0,0,0,16.7506598715232,0,0.216649666116157,0,18.2916776090985,0,0
49,1964,63.7056085285755,0,0,0,0,15.994633597589,0,0,0,47.7109749309865,0,0
49,1984,69.5811132840896,0.0922290029280321,0,0,0,18.8080672635573,0,0,0,50.7730460205323,0,0
49,1988,73.8335534650346,0.158980428417322,0,0,0,19.362813621319,0,0,0,54.4707398437156,0,0
49,1996,65.7601904890692,0.0322511943288642,0,0,0,20.5438364745738,0,0,0,45.2163540144953,0,0
49,2014,70.4606769769139,0.1060356945701,0,0,0,22.2835810074917,0,0.558832794081083,0,47.6182631753411,0,0
50,1964,42.2976180897696,0,0,0,0,12.4210719541306,0,2.74496658107408,0,27.1315795545649,0,0
50,1984,48.6402776728724,0.149953114845418,0,0,0,13.4804169969211,0,3.68701240816115,0,31.4728482677902,0,0
50,1988,48.045142214558,0.135882926376381,0,0,0,13.2789820029638,0,3.79308043012798,0,30.9730797814663,0,0
50,1996,52.0760608435168,0.231181877263021,0,0,0,15.5491164894018,0,4.27419571007117,0,32.2527486440438,0,0
50,2014,59.0824969445333,0.396827992042972,0,0,0,20.9781124666469,0,3.96832822518265,0,34.1360562527038,0,0
52,1964,61.6635733037422,0,0,0,0,18.5157617020948,0,1.45102310687679,0,41.6967884947705,0,0
52,1999,25.3776872809279,-0.58844929151409,0,0,0,5.81104320125321,0,1.65907508036077,0,17.9075689993139,0,0
52,2014,28.0289231518273,-0.545454120640032,0,0,0,7.61044009778362,0,1.54589180588061,0,18.8725912481631,0,0
53,1964,47.9171419488783,0,0,0,0,30.2633547311122,0,3.46753289139973,0,14.1862543263664,0,0
53,1999,29.0357577667679,-0.394042370103262,0,0,0,0,0,1.82355709073028,0,27.2122006760376,0,0
53,2014,31.9555270949017,-0.333108658087449,0,0,0,0,0,3.90029040710438,0,28.0552366877973,0,0
54,1964,55.9144587476728,0,0,0,0,33.1830724035422,0,3.48913134089316,0,19.2422550032375,0,0
54,1999,25.9367729635424,-0.536134775432805,0,0,0,0,0,2.95837889702325,0,22.9783940665191,0,0
54,2014,30.2008914190702,-0.459873311921719,0,0,0,0,0,4.34114985223986,0,25.8597415668303,0,0
55,1964,60.8742481495277,0,0,0,0,16.1968736246639,0,4.68882703548277,0,39.9885474893811,0,0
55,1999,43.9701627486326,-0.277688610779602,0,0,0,0,0,5.49016878159718,0,38.4799939670354,0,0
55,2014,49.1283003212061,-0.192954298170051,0,0,0,0,0,7.03355479932215,0,42.0947455218839,0,0
56,1964,52.2250508751133,0,0,0,0,31.7457937645249,0,3.49698532252714,0,16.9822717880613,0,0
56,1999,22.0367016686056,-0.57804346191443,0,0,0,0,0,1.28679635091038,0,20.7499053176952,0,0
56,2014,24.5235709000098,-0.530425141017986,0,0,0,0,0,1.79546679824456,0,22.7281041017653,0,0
57,1964,30.1867784101809,0,0,0,0,12.6154579995715,0,3.04930836939059,0,14.5220120412188,0,0
57,1999,18.7571145577069,-0.378631455704436,0,0,0,15.993239515849,0,2.76387504185788,0,0,0,0
57,2014,20.6252373545334,-0.316745991431228,0,0,0,17.8906572423704,0,2.734580112163,0,0,0,0
58,1964,29.6782330993811,0,0,0,0,27.7716790577338,0,1.90655404164731,0,0,0,0
58,1999,1.07414979817052,-0.963806814422759,0,0,0,0,0,1.07414979817052,0,0,0,0
