Block,Year,A_BA,B_BA,Cr_BA,F_BA,Fr_BA,I_BA,PM_BA,Q_BA,Sc_BA,T_BA,Sor_BA,AM,BM,CrM,FM,FrM,IM,PMM,Q.y,Sc.y,T.y,Sorensen.y,SDM,BAM,BAFM,BAQM,SPRM,LightM,MoistM,NitM,Northing,Easting
23,1984,0,0,0,34.4209188139,0,0.4417864669,0,13.5591335278,0,0,0.8335620601,0,0,0,12,0,3,0,1,0,0,0.9142857143,16,48.4218388087,34.4209188139,13.5591335278,3,2.1383315545,2,1.7199789628,106473,433024
23,1988,0,0,0,35.21373899,0,0.4536459792,0,13.986684653,0,0,0.8217075231,0,0,0,11,0,3,0,1,0,0,0.8823529412,15,49.6540696222,35.21373899,13.986684653,3,2.1450024339,2,1.718317456,106473,433024
23,1996,0,0,0,36.3100959212,0,0.2596722678,0,14.2865693068,0,0,0.8056806023,0,0,0,10,0,1,0,1,0,0,0.7741935484,12,50.8563374958,36.3100959212,14.2865693068,3,2.1338925413,2,1.7190798628,106473,433024
23,2014,0,0,0,33.8863769634,0,0,0,15.9332010784,0,0,0.8094060152,0,0,0,7,0,0,0,1,0,0,0.5925925926,8,49.8195780418,33.8863769634,15.9332010784,2,2.2792722624,2,1.6801819344,106473,433024
24,1964,0,0,0,9.5916750705,0,1.9595684177,0,39.9158981593,0,0,1,0,0,0,14,0,6,0,2,0,0,1,22,51.4671416474,9.5916750705,39.9158981593,3,4.1783915764,2,1.2244391882,106451,433021
24,1984,0,0,0,11.4032155693,0,2.3093651247,0,40.4280955715,0,0,0.9746843115,0,0,0,11,0,5,0,2,0,0,0.9,18,54.1406762655,11.4032155693,40.4280955715,3,4.0722023441,2,1.2532768639,106451,433021
24,1988,0,0,0,12.4259806927,0,0.4185386813,0,40.800374301,0,0,0.94995995,0,0,0,11,0,2,0,2,0,0,0.8108108108,15,53.6448936749,12.4259806927,40.800374301,3,4.0578599999,2,1.2394360114,106451,433021
24,1996,0,0,0,14.2012947012,0,0,0,41.039822566,0,0,0.9279051825,0,0,0,10,0,1,0,2,0,0,0.7428571429,13,55.2411172672,14.2012947012,41.039822566,3,3.9716866419,2,1.2570783395,106451,433021
24,2014,0,0,0,17.4843645518,0,0,0,0,0,0,0.2782150993,0,0,0,9,0,3,0,0,0,0,0.7058823529,12,17.4843645518,17.4843645518,0,2,1,2,2,106451,433021
27,1964,0,0,0,11.7186314717,0.6224280445,0.331830724,0,6.834927517,0,0.5674501731,1,0,0,0,15,2,13,0,1,0,1,1,32,20.0752679303,11.7186314717,6.834927517,5,2.485194513,2.0027385872,1.6905396484,106384,433009
27,1984,0,0,0,13.3294831049,0.8649197274,0.9623876395,0,7.7931132763,0,0.6720063036,0.9188359,0,0,0,11,2,6,0,1,0,1,0.7924528302,21,23.6219100517,13.3294831049,7.7931132763,5,2.5028028667,2.0081667157,1.7067047697,106384,433009
27,1988,0,0,0,12.1770487448,0.3631681108,0.9937839311,0,7.5476763502,0,0.5876545408,0.9493926488,0,0,0,10,1,5,0,1,0,1,0.72,18,21.6693316777,12.1770487448,7.5476763502,5,2.5456066908,1.9896403621,1.6684480931,106384,433009
27,1996,0,0,0,14.1407012329,0.4185386813,1.1829667137,0,7.8675101173,0,0.6221138852,0.8969839693,0,0,0,10,1,5,0,1,0,1,0.72,18,24.2318306304,14.1407012329,7.8675101173,5,2.4565620602,1.9915988516,1.6925955967,106384,433009
27,2014,0,0,0,17.9328837465,0.6692462893,2.1297414068,0,8.6071002776,0,0.7161970061,0.8009213272,0,0,0,9,1,4,0,1,0,1,0.6666666667,16,30.0551687263,17.9328837465,8.6071002776,5,2.3555929058,1.9984378488,1.7358905531,106384,433009
28,1964,0,0,0,11.3975999725,0,1.2370021074,0,49.3328221384,0,0,1,0,0,0,17,0,29,0,4,0,0,1,50,61.9674242182,11.3975999725,49.3328221384,3,4.2243601423,2,1.2038910321,106367,433016
28,1984,0,0,0,14.724821482,0,2.3009417294,0,52.4736293938,0,0,0.9427082167,0,0,0,12,0,20,0,4,0,0,0.8372093023,36,69.4993926052,14.724821482,52.4736293938,3,4.0863061243,2,1.2449771512,106367,433016
28,1988,0,0,0,11.8863925194,0,2.4028471411,0,47.9525045012,0,0,0.9755657714,0,0,0,11,0,14,0,3,0,0,0.7179487179,28,62.2417441617,11.8863925194,47.9525045012,3,4.1589042842,2,1.229576466,106367,433016
28,1996,0,0,0,8.2564589228,0,1.9678347333,0,50.8463040342,0,0,0.9562293388,0,0,0,6,0,12,0,3,0,0,0.5915492958,21,61.0705976904,8.2564589228,50.8463040342,3,4.3947741375,2,1.1674176124,106367,433016
28,2014,0,0,0,9.6965149085,0,1.1773486913,0,53.5682215295,0,0,0.952565769,0,0,0,4,0,9,0,3,0,0,0.4848484848,16,64.4420851293,9.6965149085,53.5682215295,3,4.3615855705,2,1.1687385437,106367,433016
29,1964,0,0,0,9.1734505485,0,0.5203262833,0,15.9043128088,0,0,1,0,0,0,18,0,12,0,1,0,0,1,31,25.5980896405,9.1734505485,15.9043128088,3,3.5258878576,2,1.3786914167,106349,433018
29,1984,0,0,0,12.5532151951,0,0.4778362426,0,18.1332924315,0,0,0.9004405914,0,0,0,14,0,4,0,1,0,0,0.76,19,31.1643438692,12.5532151951,18.1332924315,3,3.3581065117,2,1.4181397655,106349,433018
29,1988,0,0,0,6.2947110252,0,0.4839819832,0,19.5957038117,0,0,0.8728851499,0,0,0,8,0,4,0,1,0,0,0.5909090909,13,26.3743968202,6.2947110252,19.5957038117,3,4.0086291548,2,1.257017935,106349,433018
29,1996,0,0,0,5.7724408815,0,0,0,20.2284205722,0,0,0.8402013309,0,0,0,6,0,1,0,1,0,0,0.4102564103,8,26.0008614537,5.7724408815,20.2284205722,3,4.1119615953,2,1.2220096012,106349,433018
29,2014,0,0,0,9.0023009404,0,0.4583662363,0,18.5067357279,0,0,0.947064193,0,0,0,6,0,1,0,1,0,0,0.4102564103,8,27.9674029046,9.0023009404,18.5067357279,3,3.6796794697,2,1.338274784,106349,433018
30,1964,0,0,0,37.7796151548,0,0.4540583132,0,11.3411494795,0,0,1,0,0,0,15,0,18,0,1,0,0,1,34,49.5748229475,37.7796151548,11.3411494795,3,1.9333914232,2,1.7712316695,106333,433009
30,1984,0,0,0,11.3202186184,0,0.9413389687,0,12.4410210675,0,0,0.6224080518,0,0,0,7,0,10,0,1,0,0,0.6923076923,18,24.7025786546,11.3202186184,12.4410210675,3,3.0907437612,2,1.4963675153,106333,433009
30,1988,0,0,0,5.7658435369,0,0,0,12.4097818555,0,0,0.505000142,0,0,0,6,0,3,0,1,0,0,0.4545454545,10,18.1756253925,5.7658435369,12.4097818555,3,3.7310822241,2,1.317229444,106333,433009
30,1996,0,0,0,6.1464474869,0,0,0,0,0,0,0.220614047,0,0,0,5,0,2,0,0,0,0,0.3414634146,7,6.1464474869,6.1464474869,0,2,1,2,2,106333,433009
30,2014,0,0,0,9.1615056199,0,0,0,0,0,0,0.3119536356,0,0,0,5,0,0,0,0,0,0,0.2564102564,5,9.1615056199,9.1615056199,0,1,1,2,2,106333,433009
31,1964,0,0,0,43.0830162532,0,0.6445173678,0,9.3482016398,0,0,1,0,0,0,14,0,11,0,1,0,0,1,26,53.0757352608,43.0830162532,9.3482016398,3,1.7288046243,2,1.8238705202,106309,433012
31,1984,0,0,0,45.2741004145,0,1.5285615406,0,12.4410210675,0,0,0.9450856508,0,0,0,10,0,12,0,1,0,0,0.8979591837,23,59.2436830225,45.2741004145,12.4410210675,3,1.8915922282,2,1.7900025719,106309,433012
31,1988,0,0,0,27.168159474,0,1.6295833793,0,12.037974365,0,0,0.7914024861,0,0,0,9,0,13,0,1,0,0,0.8571428571,23,40.8357172183,27.168159474,12.037974365,3,2.2589729707,2,1.7052096746,106309,433012
31,1996,0,0,0,1.8077116828,0,2.2395039581,0,0,0,0,0.0858579262,0,2,0,5,0,11,0,0,0,0,0.7272727273,18,4.0472156408,1.8077116828,0,3,2.1066887247,2,2,106309,433012
31,2014,0,0.2437060068,0,5.3667544174,0,0.6018046286,0,9.8932702066,0,0,0.4428007919,0,6,0,5,0,7,0,1,0,0,0.5777777778,19,16.1055352593,5.3667544174,9.8932702066,4,3.5923704763,2.0302636333,1.3705905423,106309,433012
32,1964,0,0,0,36.4125314767,0,0,0,0,0,0,1,0,0,0,13,0,14,0,0,0,0,1,27,36.4125314767,36.4125314767,0,2,1,2,2,106291,433008
32,1984,0,0,0,41.3830415634,0,0,0,0,0,0,0.93610806,0,0,0,10,0,0,0,0,0,0,0.5405405405,10,41.3830415634,41.3830415634,0,1,1,2,2,106291,433008
32,1988,0,0,0,24.8286154249,0,0,0,0,0,0,0.8108474998,0,0,0,9,0,0,0,0,0,0,0.5,9,24.8286154249,24.8286154249,0,1,1,2,2,106291,433008
32,1996,0,0,0,18.9706643183,0,0,0,0,0,0,0.6850693264,0,0,0,7,0,0,0,0,0,0,0.4117647059,7,18.9706643183,18.9706643183,0,1,1,2,2,106291,433008
32,2014,0,0,0,26.1568164833,0,0,0,0,0,0,0.8360904288,0,0,0,7,0,0,0,0,0,0,0.4117647059,7,26.1568164833,26.1568164833,0,1,1,2,2,106291,433008
33,1964,0,0,0,47.3001135168,0,2.3385230315,0,14.1862543264,0,0,1,0,0,0,12,0,13,0,1,0,0,1,26,63.8248908746,47.3001135168,14.1862543264,3,1.9623528145,2,1.7777316321,106269,433004
33,1984,0,0,0,56.585699288,0,2.4348521163,0,16.9457704084,0,0,0.9131459646,0,0,0,12,0,7,0,1,0,0,0.8695652174,20,75.9663218127,56.585699288,16.9457704084,3,1.956381514,2,1.776930487,106269,433004
33,1988,0,0,0,43.875914969,0,1.5409511966,0,0,0,0,0.8314927807,0,0,0,11,0,3,0,0,0,0,0.7,14,45.4168661656,43.875914969,0,2,1.0678581032,2,2,106269,433004
33,1996,0,0,0,43.2032803469,0,1.50957454,0,0,0,0,0.8239134611,0,0,0,7,0,3,0,0,0,0,0.5555555556,10,44.7128548869,43.2032803469,0,2,1.0675230666,2,2,106269,433004
33,2014,0,0,0,47.9934217595,0,0,0,0,0,0,0.8460173008,0,0,0,5,0,6,0,0,0,0,0.5945945946,11,47.9934217595,47.9934217595,0,2,1,2,2,106269,433004
34,1964,0,0,0,33.4933046781,0,7.0730013352,0,0,0,0,1,0,0,0,8,0,32,0,0,0,0,1,40,40.5663060133,33.4933046781,0,2,1.3487131085,2,2,106252,433005
34,1984,0,0,0,1.6060607043,0,4.4245798234,0,0,0,0,0.2588427344,0,0,0,3,0,19,0,0,0,0,0.7096774194,22,6.0306405277,1.6060607043,0,2,2.4673664607,2,2,106252,433005
34,1988,0,0,0,0.2042820623,0,2.1176887029,0,0,0,0,0.1082799748,0,0,0,2,0,9,0,0,0,0,0.431372549,11,2.3219707652,0.2042820623,0,2,2.8240442426,2,2,106252,433005
34,1996,0,0,0,2.3331234191,0,3.2457953549,0,0,0,0,0.2417983139,0,0,0,2,0,9,0,0,0,0,0.431372549,11,5.5789187741,2.3331234191,0,2,2.1635929779,2,2,106252,433005
34,2014,0,0,0,4.7621645767,0,3.8462278798,0,0,0,0,0.3501147023,0,0,0,2,0,5,0,0,0,0,0.2978723404,7,8.6083924565,4.7621645767,0,2,1.8935995656,2,2,106252,433005
35,1964,0,0,0,65.97148223,0,2.5510714095,0,0,0,0,1,0,0,0,13,0,25,0,0,0,0,1,38,68.5225536395,65.97148223,0,2,1.074459321,2,2,106234,433001
35,1984,0,0,0,69.4516011269,0,3.5199974887,0,0,0,0,0.9685566866,0,0,0,8,0,14,0,0,0,0,0.7333333333,22,72.9715986157,69.4516011269,0,2,1.0964758223,2,2,106234,433001
35,1988,0,0,0,38.9982193102,0,1.8921223504,0,0,0,0,0.7474501346,0,0,0,6,0,6,0,0,0,0,0.48,12,40.8903416606,38.9982193102,0,2,1.0925461746,2,2,106234,433001
35,1996,0,0,0,41.493979054,0,1.2535936436,0,0,0,0,0.7683566848,0,0,0,6,0,3,0,0,0,0,0.3829787234,9,42.7475726976,41.493979054,0,2,1.058650986,2,2,106234,433001
35,2014,0,0,0,47.0717654355,0,0,0,0,0,0,0.814430429,0,0,0,5,0,0,0,0,0,0,0.2325581395,5,47.0717654355,47.0717654355,0,1,1,2,2,106234,433001
36,1964,0,0,0,37.0982822481,0,2.0027653167,0,0.4417864669,0,0,1,0,0,0,6,0,20,0,1,0,0,1,27,39.5428340317,37.0982822481,0.4417864669,3,1.1459854015,2,1.9888276478,106215,432996
36,1984,0,0,0,37.9051021464,0,1.8604118995,0,0,0,0,0.9824613699,0,0,0,6,0,13,0,0,0,0,0.8260869565,19,39.7655140459,37.9051021464,0,2,1.093569111,2,2,106215,432996
36,1988,0,0,0,14.2896519946,0,0.7245494407,0,0,0,0,0.5504038593,0,0,0,4,0,7,0,0,0,0,0.5789473684,11,15.0142014353,14.2896519946,0,2,1.0965152151,2,2,106215,432996
36,1996,0,0,0,15.8407937323,0,0.3685284532,0,0,0,0,0.5814778579,0,0,0,2,0,4,0,0,0,0,0.3636363636,6,16.2093221856,15.8407937323,0,2,1.0454711738,2,2,106215,432996
36,2014,0,0,0,20.5349665331,0,0.3939582203,0,0,0,0,0.6921883925,0,0,0,2,0,2,0,0,0,0,0.2580645161,4,20.9289247535,20.5349665331,0,2,1.037647249,2,2,106215,432996
37,1964,0,0,0,14.6182233162,0,2.1421734907,0,11.3548939473,0,0,1,0,0,0,6,0,19,0,5,0,0,1,30,28.1152907542,14.6182233162,11.3548939473,3,2.7678608841,2,1.5961310147,106188,433001
37,1984,0,0,0,15.0038341795,0,2.3442564381,0,11.6820711872,0,0,0.9839904838,0,0,0,6,0,15,0,4,0,0,0.9090909091,25,29.0301618049,15.0038341795,11.6820711872,3,2.7711509144,2,1.5975884921,106188,433001
37,1988,0,0,0,15.6006582439,0,2.0998208947,0,11.9167481585,0,0,0.9725173648,0,0,0,6,0,14,0,4,0,0,0.8888888889,24,29.617227297,15.6006582439,11.9167481585,3,2.7512319402,2,1.5976413309,106188,433001
37,1996,0,0,0,17.2355037909,0,2.0703095587,0,13.5297007317,0,0,0.9201987373,0,0,0,6,0,10,0,4,0,0,0.8,20,32.8355140813,17.2355037909,13.5297007317,3,2.7742807955,2,1.587955264,106188,433001
37,2014,0,0,0,21.4985005043,0,1.3941973014,0,11.031228051,0,0,0.871824312,0,0,0,6,0,5,0,2,0,0,0.6046511628,13,33.9239258568,21.4985005043,11.031228051,3,2.3828973393,2,1.6748245443,106188,433001
38,1964,0,0,0,25.7787312181,0,1.4470961161,0,27.3730894898,0,0,1,0,0,0,11,0,6,0,5,0,0,1,22,54.598916824,25.7787312181,27.3730894898,3,3.0584025605,2,1.4986514187,106178,433001
38,1984,0,0,0,26.0133885544,0,0.7797432966,0,27.4659431877,0,0,0.990860902,0,0,0,9,0,3,0,5,0,0,0.8717948718,17,54.2590750387,26.0133885544,27.4659431877,3,3.0535414447,2,1.493800011,106178,433001
38,1988,0,0,0,26.4558426097,0,0.7858890372,0,28.0228493904,0,0,0.9819041046,0,0,0,9,0,3,0,5,0,0,0.8717948718,17,55.2645810374,26.4558426097,28.0228493904,3,3.0567092612,2,1.4929329262,106178,433001
38,1996,0,0,0,29.0024372497,0,1.0188970374,0,30.0387897612,0,0,0.9449009399,0,0,0,9,0,3,0,5,0,0,0.8717948718,17,60.0601240483,29.0024372497,30.0387897612,3,3.0345105019,2,1.4998546833,106178,433001
38,2014,0,0,0,19.0502995935,0,0.6018046286,0,34.027724718,0,0,0.8685950946,0,0,0,8,0,1,0,5,0,0,0.7777777778,14,53.67982894,19.0502995935,34.027724718,3,3.5580280497,2,1.3660984882,106178,433001
39,1964,0,0,0,28.2625529099,0,2.1461004815,0,11.4982291121,0,0,1,0,0,0,6,0,3,0,7,0,0,1,16,41.9068825035,28.2625529099,11.4982291121,3,2.199925034,2,1.7256243265,106150,432994
39,1984,0,0,0,24.1929926913,0,2.0418388753,0,9.8413531466,0,0,0.9252312329,0,0,0,3,0,4,0,5,0,0,0.7857142857,12,36.0761847132,24.1929926913,9.8413531466,3,2.2043704367,2,1.7272063766,106150,432994
39,1988,0,0,0,24.716107138,0,2.1435283025,0,7.2168862788,0,0,0.8969464337,0,0,0,3,0,4,0,3,0,0,0.6923076923,10,34.0765217193,24.716107138,7.2168862788,3,1.9729455956,2,1.7882152897,106150,432994
39,1996,0,0,0,26.0137616185,0,2.2480058932,0,7.8553364458,0,0,0.9231827334,0,0,0,3,0,5,0,3,0,0,0.6666666667,11,36.1171039575,26.0137616185,7.8553364458,3,1.9944694794,2,1.7825037009,106150,432994
39,2014,0,0,0,17.7905384839,0,2.5769174721,0,7.1001009556,0,0,0.7794438456,0,0,0,2,0,5,0,2,0,0,0.56,9,27.4675569116,17.7905384839,7.1001009556,3,2.2215953124,2,1.7415095569,106150,432994
40,1964,0,0,0,22.273891914,0,0,0,13.0434999986,0,0,1,0,0,0,7,0,0,0,5,0,0,1,12,35.3173919126,22.273891914,13.0434999986,2,2.4772891533,2,1.6306777117,106125,432991
40,1984,0,0,0,24.051542482,0,0,0,14.0683464271,0,0,0.9618382249,0,0,0,6,0,2,0,4,0,0,0.8333333333,12,38.1198889091,24.051542482,14.0683464271,3,2.476221136,2,1.630944716,106125,432991
40,1988,0,0,0,19.630202426,0,0,0,14.0075173393,0,0,0.947680357,0,0,0,4,0,4,0,4,0,0,0.6666666667,12,33.6377197654,19.630202426,14.0075173393,3,2.6656916625,2,1.5835770844,106125,432991
40,1996,0,0,0,20.6611749602,0,0,0,15.3859696559,0,0,0.944577702,0,0,0,4,0,4,0,4,0,0,0.6666666667,12,36.0471446161,20.6611749602,15.3859696559,3,2.7073163292,2,1.5731709177,106125,432991
40,2014,0,0,0,25.7134704913,0,0.2723538964,0,17.2740806924,0,0,0.8989210183,0,0,0,4,0,3,0,3,0,0,0.6363636364,10,43.2599050801,25.7134704913,17.2740806924,3,2.6098285568,2,1.6006907398,106125,432991
41,1964,0,7.0685834706,0,11.8575487719,0,1.3155419237,0,12.646500862,0,0,1,0,1,0,11,0,4,0,8,0,0,1,24,32.8881750281,11.8575487719,12.646500862,4,3.4778334799,2.4298556222,1.4005418569,106110,433000
41,1984,0,7.3301406939,0,15.6140885525,0,0.2083072279,0,10.6838693915,0,0,0.8937728334,0,1,0,10,0,2,0,4,0,0,0.8292682927,17,33.8364058658,15.6140885525,10.6838693915,4,3.1418544004,2.4332694627,1.4676145523,106110,433000
41,1988,0,0,0,9.6654632279,0,0.2083072279,0,10.0323816149,0,0,0.7541019335,0,0,0,7,0,3,0,4,0,0,0.7368421053,14,19.9061520708,9.6654632279,10.0323816149,3,3.0368648231,2,1.4960160266,106110,433000
41,1996,0,0,0,9.8145317994,0,0.2419222693,0,11.6781834663,0,0,0.7958080705,0,0,0,5,0,5,0,4,0,0,0.6842105263,14,21.734637535,9.8145317994,11.6781834663,3,3.1714913961,2,1.4626925134,106110,433000
41,2014,0,0,0,12.0260194641,0,0.5644032167,0,12.4150802808,0,0,0.8580222619,0,0,0,5,0,9,0,3,0,0,0.5853658537,17,25.0055029616,12.0260194641,12.4150802808,3,3.0311180157,2,1.5035060763,106110,433000
42,1964,0,0,0,18.0661212535,0,1.1015209242,0,37.0374138904,0,0,1,0,0,0,16,0,15,0,4,0,1,1,36,56.2050560681,18.0661212535,37.0374138904,4,3.6750742358,2,1.3410305677,106089,432997
42,1984,0,0,0,17.9462498589,0,0.4963912742,0,29.5088619854,0,0,0.9207582027,0,0,0,11,0,7,0,3,0,1,0.7586206897,22,47.9515031185,17.9462498589,29.5088619854,4,3.4822627603,2,1.3846102819,106089,432997
42,1988,0,0,0,18.6552876858,0,0.4839819832,0,17.9832813823,0,0,0.7829062749,0,0,0,11,0,7,0,2,0,1,0.7368421053,21,37.1225510513,18.6552876858,17.9832813823,4,2.963795252,2,1.5155698929,106089,432997
42,1996,0,0,0,21.2312169472,0,0.5410607948,0,19.066581069,0,0.2042820623,0.7747961258,0,0,0,11,0,6,0,2,0,1,0.7142857143,20,41.0431408733,21.2312169472,19.066581069,4,2.8895417426,1.9950227478,1.5354502442,106089,432997
42,2014,0,0,0,36.0951474314,0,0.7896074614,0,20.3051865837,0,0.3678468624,0.6884658256,0,0,0,13,0,5,0,2,0,1,0.7368421053,21,57.557788339,36.0951474314,20.3051865837,4,2.4449444727,1.9936090862,1.6472208685,106089,432997
43,1964,0,0,0,25.5470387599,0,3.2122784883,0,44.4181931309,0,0,1,0,0,0,18,0,47,0,4,0,0,1,69,73.1775103791,25.5470387599,44.4181931309,3,3.5157637715,2,1.3930075934,106072,432991
43,1984,0,0,0,24.2781298522,0,3.2644092914,0,29.2786028789,0,0,0.8733784569,0,0,0,13,0,28,0,3,0,0,0.7787610619,44,56.8211420225,24.2781298522,29.2786028789,3,3.1760074806,2,1.484723435,106072,432991
43,1988,0,0,0,23.5773976108,0,3.2907201299,0,30.4949293796,0,0,0.8776522266,0,0,0,12,0,27,0,3,0,0,0.7567567568,42,57.3630471202,23.5773976108,30.4949293796,3,3.2411842507,2,1.4683872125,106072,432991
43,1996,0,0,0,24.2211492154,0,3.3257685229,0,32.3447384039,0,0,0.8984525517,0,0,0,11,0,25,0,3,0,0,0.7222222222,39,59.8916561423,24.2211492154,32.3447384039,3,3.271276158,2,1.4599458341,106072,432991
43,2014,0,0,0,27.3812153524,0,5.4391201797,0,34.7230328738,0,0,0.9022449358,0,0,0,11,0,21,0,3,0,0,0.6730769231,35,67.543368406,27.3812153524,34.7230328738,3,3.2173956584,2,1.4859149952,106072,432991
46,1964,0,0,0,23.5658718927,0,2.1578814539,0,18.8574099032,0,0,1,0,0,0,8,0,16,0,1,0,0,1,25,44.5811632498,23.5658718927,18.8574099032,3,2.7887689936,2,1.5770094693,106012,432982
46,1984,0,0,0,24.9564978809,0,1.3844409776,0,18.5126397444,0,0,0.9719478519,0,0,0,7,0,9,0,1,0,0,0.8095238095,17,44.8535786028,24.9564978809,18.5126397444,3,2.7126713927,2,1.587265045,106012,432982
46,1988,0,0,0,24.8634478334,0,1.1511188182,0,0,0,0,0.7002403898,0,0,0,7,0,6,0,0,0,0,0.6842105263,13,26.0145666516,24.8634478334,0,2,1.0884980199,2,2,106012,432982
46,1996,0,0,0,26.3972715417,0,1.6878402881,0,0,0,0,0.6950600441,0,0,0,7,0,6,0,0,0,0,0.6842105263,13,28.0851118298,26.3972715417,0,2,1.1201946639,2,2,106012,432982
46,2014,0,0,0,27.5457417749,0,0,0,0,0,0,0.6534557911,0,0,0,6,0,2,0,0,0,0,0.4848484848,8,27.5457417749,27.5457417749,0,2,1,2,2,106012,432982
47,1964,0,0,0,16.6147250825,0,4.2568580456,0,50.0102280543,0,0,1,0,0,0,4,0,19,0,4,0,0,1,27,70.8818111825,16.6147250825,50.0102280543,3,3.9422869539,2,1.2944561204,105993,432978
47,1984,0,0,0,18.6010952125,0,4.0151517608,0,52.6847051502,0,0,0.9664628483,0,0,0,4,0,18,0,4,0,0,0.9811320755,26,75.3009521236,18.6010952125,52.6847051502,3,3.9052637178,2,1.3003447677,105993,432978
47,1988,0,0,0,18.4568764748,0,3.6827319882,0,42.0991283389,0,0,0.9235691587,0,0,0,3,0,15,0,3,0,0,0.875,21,64.2387368019,18.4568764748,42.0991283389,3,3.7360746192,2,1.3446457631,105993,432978
47,1996,0,0,0,19.4901462986,0,3.65202292,0,43.3906174439,0,0,0.9265007713,0,0,0,3,0,11,0,3,0,0,0.7727272727,17,66.5327866624,19.4901462986,43.3906174439,3,3.7184569396,2,1.3478310526,105993,432978
47,2014,0,0,0,8.1919038644,0,3.2949052099,0,16.3867918827,0,0,0.5644976888,0,0,0,2,0,6,0,1,0,0,0.5,9,27.873600957,8.1919038644,16.3867918827,3,3.58800354,2,1.4121035202,105993,432978
48,1964,0,0,0,26.3795608131,0,2.0125827937,0,45.6316332934,0,0,1,0,0,0,16,0,19,0,4,0,0,1,39,74.0237769002,26.3795608131,45.6316332934,3,3.5201591512,2,1.3835543767,105971,432979
48,1984,0,0,0,25.3364146074,0,1.9103632227,0,44.377548776,0,0,0.9835257018,0,0,0,10,0,20,0,3,0,0,0.8888888889,33,71.6243266062,25.3364146074,44.377548776,3,3.5316946091,2,1.380412342,105971,432979
48,1988,0,0,0,25.5491397,0,0.9259058948,0,16.8105444796,0,0,0.7379732956,0,0,0,10,0,19,0,2,0,0,0.8857142857,31,43.2855900745,25.5491397,16.8105444796,3,2.5962353658,2,1.6116364718,105971,432979
48,1996,0,0,0,26.8709059041,0,1.7977371261,0,17.8167573367,0,0,0.7633286745,0,0,0,10,0,18,0,2,0,0,0.8695652174,30,46.4854003669,26.8709059041,17.8167573367,3,2.6104519485,2,1.6167235907,105971,432979
48,2014,0,0,0,16.7506598715,0,0.2166496661,0,18.2916776091,0,0,0.6452799296,0,0,0,8,0,13,0,2,0,0,0.7419354839,23,35.2589871467,16.7506598715,18.2916776091,3,3.0874113446,2,1.4812194255,105971,432979
49,1964,0,0,0,15.9946335976,0,0,0,47.710974931,0,0,1,0,0,0,18,0,11,0,13,0,0,1,42,63.7056085286,15.9946335976,47.710974931,3,3.9957158268,2,1.2510710433,105954,432979
49,1984,0,0,0,18.8080672636,0,0,0,50.7730460205,0,0,0.955918304,0,0,0,11,0,17,0,10,0,0,0.8,38,69.5811132841,18.8080672636,50.7730460205,3,3.9187831941,2,1.2703042015,105954,432979
49,1988,0,0,0,19.3628136213,0,0,0,54.4707398437,0,0,0.9263631915,0,0,0,11,0,17,0,10,0,0,0.8,38,73.833553465,19.3628136213,54.4707398437,3,3.9510019381,2,1.2622495155,105954,432979
49,1996,0,0,0,20.5438364746,0,0,0,45.2163540145,0,0,0.9455931694,0,0,0,10,0,18,0,9,0,0,0.7594936709,37,65.7601904891,20.5438364746,45.2163540145,3,3.7503785301,2,1.3124053675,105954,432979
49,2014,0,0,0,22.2835810075,0,0.5588327941,0,47.6182631753,0,0,0.9482694782,0,0,0,8,0,13,0,8,0,0,0.7605633803,29,70.4606769769,22.2835810075,47.6182631753,3,3.7191154912,2,1.3241866922,105954,432979
50,1964,0,0,0,12.4210719541,0,2.7449665811,0,27.1315795546,0,0,1,0,0,0,26,0,13,0,6,0,0,1,45,42.2976180898,12.4210719541,27.1315795546,3,3.6955714418,2,1.3585553802,105929,432973
50,1984,0,0,0,13.4804169969,0,3.6870124082,0,31.4728482678,0,0,0.9302528442,0,0,0,18,0,13,0,5,0,0,0.8888888889,36,48.6402776729,13.4804169969,31.4728482678,3,3.7398161413,2,1.3529467805,105929,432973
50,1988,0,0,0,13.278982003,0,3.7930804301,0,30.9730797815,0,0,0.9363809108,0,0,0,14,0,13,0,4,0,0,0.8157894737,31,48.0451422146,13.278982003,30.9730797815,3,3.7365613655,2,1.3553337891,105929,432973
50,1996,0,0,0,15.5491164894,0,4.2741957101,0,32.252748644,0,0,0.8963859112,0,0,0,14,0,14,0,4,0,0,0.8051948052,32,52.0760608435,15.5491164894,32.252748644,3,3.6415090498,2,1.3806607466,105929,432973
50,2014,0,0,0,20.9781124666,0,3.9683282252,0,34.1360562527,0,0,0.8344361826,0,0,0,14,0,14,0,4,0,0,0.8051948052,32,59.0824969445,20.9781124666,34.1360562527,3,3.4454091979,2,1.4222306433,105929,432973
52,1964,0,0,0,18.5157617021,0,1.4510231069,0,41.6967884948,0,0,1,0,0,0,13,0,27,0,3,0,0,1,43,61.6635733037,18.5157617021,41.6967884948,3,3.7518548002,2,1.3238019424,105975,433091
52,1999,0,0,0,5.8110432013,0,1.6590750804,0,17.9075689993,0,0,0.5783380236,0,1,0,2,0,9,0,1,0,0,0.4285714286,13,25.3776872809,5.8110432013,17.9075689993,4,3.9533197934,2,1.2943577245,105975,433091
