"","Estimate","Std..Error","t.value","p.z","R2"
"(Intercept)",3.99240401487149,0.475606522753249,8.3943424319746,0,0.285767696019068
"as.factor(Coll_Group)2",0.604226697649806,0.433822907002924,1.39279574198634,0.163681566398995,0.285767696019068
"as.factor(Coll_Group)3",0.49516200891278,0.350610763986602,1.41228410469366,0.157866324779008,0.285767696019068
"as.factor(Coll_Group)4",0.611877828852507,0.460680822290584,1.3282033877819,0.184110925542775,0.285767696019068
"as.factor(Coll_Group)5",0.867843985319002,0.652248814129568,1.33054130037346,0.183339988153707,0.285767696019068
"as.factor(Year)1996",1.8933897531695,0.419692434872104,4.51137451106662,6.44088840973112e-06,0.285767696019068
"as.factor(Year)2014",1.98071643138891,0.440748561608151,4.49398274644825,6.99032945594702e-06,0.285767696019068
