"","Estimate","Std..Error","t.value","p.z","R2"
"(Intercept)",5.66067449916684,1.27859917370925,4.42724711196634,9.54433687372358e-06,0.265976960817759
"as.factor(Coll_Group)2",-0.249660783517797,1.14734235671646,-0.217599203983275,0.827741404759687,0.265976960817759
"as.factor(Coll_Group)3",0.699052624667808,0.982530621776535,0.711481768785828,0.476785744396982,0.265976960817759
"as.factor(Coll_Group)4",1.87480413301019,1.21787280082717,1.53940882146052,0.123704521800469,0.265976960817759
"as.factor(Coll_Group)5",8.97490430094713,1.79795905021309,4.99171785913781,5.98446305177802e-07,0.265976960817759
"as.factor(Year)1996",1.44970949155988,1.06230209067845,1.36468665954899,0.172351554328563,0.265976960817759
"as.factor(Year)2014",2.03251796878648,1.1184029255168,1.81733963888487,0.069165124014346,0.265976960817759
