"","Estimate","Std..Error","t.value","p.z","R2"
"(Intercept)",1.5013231283379,0.0429224574110299,34.977566963631,0,0.151207593517866
"as.factor(Group)2",0.0638936466028995,0.0335788667455494,1.90279341727243,0.057067506510222,0.151207593517866
"as.factor(Group)3",0.0751440238461095,0.034842742376917,2.15666215458091,0.0310319978142144,0.151207593517866
"as.factor(Group)4",0.0499337401832881,0.0414777515270827,1.20386805805238,0.228640579385634,0.151207593517866
"as.factor(Group)5",0.538273040637944,0.0692177173214875,7.776521120133,7.54951656745106e-15,0.151207593517866
