"","Estimate","Std..Error","t.value","p.z"
"(Intercept)",1.25453018511209,0.200896679431582,6.24465366307528,4.24740242976895e-10
"BAPERCM",1.45309638505628,0.136663928506617,10.6326256016117,0
"I(BAPERCM^2)",-0.762693182980959,0.101163959650216,-7.53917883026766,4.72955008490317e-14
