"","(Intercept)","as.factor(Collapse)","Year2","as.factor(Collapse):Year2","df","logLik","AICc","delta","weight","R_2"
"2",1.21793570463208,"+","+","+",5,-251.931652197969,514.380545775249,0,0.4230193544493,0.124436856890367
"3",1.30385963013504,"+","+",NA,4,-253.215867504422,514.773615350723,0.393069575474556,0.347541174397838,0.109399899317262
"5",1.21329402094119,"+",NA,NA,3,-254.761601656694,515.726593143897,1.34604736864776,0.215809106099907,0.0898012107825085
"4",0.975707369898162,NA,"+",NA,3,-258.000292364525,522.203974559559,7.82342878431064,0.00846299847966911,0.0190368610315396
"1",0.883527354077295,NA,NA,NA,2,-259.544907460877,523.190655257887,8.81010948263861,0.00516736657328501,0
