"","(Intercept)","as.factor(Collapse)","Year2","as.factor(Collapse):Year2","df","logLik","AICc","delta","weight","R_2"
"2",0.854043415051563,"+",-0.302550880418746,"+",7,-497.007961283797,1008.43539822303,0,0.453590055125471,0.179822370233357
"4",0.618822354648703,NA,-0.430158140618585,NA,5,-499.356774818809,1008.93659796476,0.501199741730375,0.353044445514786,0.145933000632562
"3",0.753846062624783,"+",-0.420530416532268,NA,6,-498.913594354017,1010.14062154386,1.70522332082999,0.193365497503351,0.152810246493434
"5",0.752493533877634,"+",NA,NA,5,-518.807931677625,1047.83891168239,39.4035134593616,1.259793295267e-09,0.0321558351705444
"1",0.52111233022965,NA,NA,NA,4,-520.59284125625,1049.33383066065,40.8984324376224,5.96597955992949e-10,0
