"","Estimate","Std..Error","t.value","p.z"
"(Intercept)",1.26175831462177,0.201879757911306,6.25004868083957,4.10324663135953e-10
"BAPERCM",1.45720621017117,0.137835756095933,10.5720478593157,0
"I(BAPERCM^2)",-0.762993196952514,0.101568103239019,-7.51213395367803,5.81756864903582e-14
