"(Intercept)","Year2","I(Year2^2)","I(Year2^3)","df","logLik","AICc","delta","weight","R_sq"
48.3968056064804,-0.515039937197379,NA,NA,4,-663.513406133378,1335.27071470578,0,0.913632116456687,0.23947693425
50.3178787816898,-0.854580009854923,0.00691030563422252,NA,5,-664.900098700179,1340.16829555987,4.89758085408744,0.078936013215868,0.249006831318164
49.6373702690467,0.616076059025549,-0.0760778090521757,0.00108449454352916,6,-666.187748532163,1344.89401558285,9.62330087706459,0.00743187032744543,0.268300053396808
34.9421214726895,NA,NA,NA,3,-711.348859155049,1428.84317285555,93.5724581497727,4.38298759434569e-21,0
